"","Id","When","Type","Alberta","ModifiedDate"
"225",75474,"3/1/2013 12:00:00 AM","Conventional Oil",3020869.1,"8/21/2020 1:23:15 PM"
"226",75475,"4/1/2013 12:00:00 AM","Conventional Oil",2922439.8,"8/21/2020 1:23:15 PM"
"227",75476,"4/1/2013 12:00:00 AM","Non-Conventional Oil",8664912.2,"8/21/2020 1:23:15 PM"
"228",75477,"4/1/2013 12:00:00 AM","Natural Gas",8364788000,"8/21/2020 1:23:15 PM"
"229",75478,"5/1/2013 12:00:00 AM","Natural Gas",8526197000,"8/21/2020 1:23:15 PM"
"230",75479,"5/1/2013 12:00:00 AM","Non-Conventional Oil",7983656.4,"8/21/2020 1:23:15 PM"
"231",75480,"5/1/2013 12:00:00 AM","Conventional Oil",2955266.7,"8/21/2020 1:23:15 PM"
"232",75481,"6/1/2013 12:00:00 AM","Non-Conventional Oil",8635533.2,"8/21/2020 1:23:15 PM"
"233",75482,"6/1/2013 12:00:00 AM","Natural Gas",8083923000,"8/21/2020 1:23:15 PM"
"234",75483,"6/1/2013 12:00:00 AM","Conventional Oil",2790362.2,"8/21/2020 1:23:15 PM"
"235",75484,"7/1/2013 12:00:00 AM","Conventional Oil",2866765.6,"8/21/2020 1:23:15 PM"
"236",75485,"7/1/2013 12:00:00 AM","Non-Conventional Oil",9463548.1,"8/21/2020 1:23:15 PM"
"237",75486,"7/1/2013 12:00:00 AM","Natural Gas",8421280600,"8/21/2020 1:23:15 PM"
"238",75487,"8/1/2013 12:00:00 AM","Conventional Oil",2904370.2,"8/21/2020 1:23:15 PM"
"239",75488,"8/1/2013 12:00:00 AM","Natural Gas",8435552800,"8/21/2020 1:23:15 PM"
"240",75489,"8/1/2013 12:00:00 AM","Non-Conventional Oil",10341161.7,"8/21/2020 1:23:15 PM"
"241",75490,"9/1/2013 12:00:00 AM","Natural Gas",7980098100,"8/21/2020 1:23:15 PM"
"242",75491,"9/1/2013 12:00:00 AM","Conventional Oil",2790922.6,"8/21/2020 1:23:15 PM"
"243",75492,"9/1/2013 12:00:00 AM","Non-Conventional Oil",9431723.4,"8/21/2020 1:23:15 PM"
"244",75493,"10/1/2013 12:00:00 AM","Non-Conventional Oil",9978262.6,"8/21/2020 1:23:15 PM"
"245",75494,"10/1/2013 12:00:00 AM","Natural Gas",8453306300,"8/21/2020 1:23:15 PM"
"246",75495,"10/1/2013 12:00:00 AM","Conventional Oil",2944608.3,"8/21/2020 1:23:15 PM"
"247",75496,"11/1/2013 12:00:00 AM","Natural Gas",8178584100,"8/21/2020 1:23:15 PM"
"248",75497,"11/1/2013 12:00:00 AM","Non-Conventional Oil",10082113.1,"8/21/2020 1:23:15 PM"
"249",75498,"11/1/2013 12:00:00 AM","Conventional Oil",2876720.9,"8/21/2020 1:23:15 PM"
"250",75499,"12/1/2013 12:00:00 AM","Natural Gas",8461676700,"8/21/2020 1:23:15 PM"
"251",75500,"12/1/2013 12:00:00 AM","Conventional Oil",3013396.9,"8/21/2020 1:23:15 PM"
