"","Id","StructureType","Area","When","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"281",223280,"Total commercial","All areas","9/1/2015 12:00:00 AM",407878000,236347000,1563527000,61970000,12291000,15875000,23688000,449026000,5340000,234555000,114122000,"7/31/2020 10:09:33 AM"
"282",223281,"Total industrial","All areas","9/1/2015 12:00:00 AM",67929000,57276000,516459000,9658000,4914000,1587000,7586000,238143000,4020000,100381000,19158000,"7/31/2020 10:09:33 AM"
"283",223282,"Total institutional and governmental","All areas","9/1/2015 12:00:00 AM",144041000,53489000,732594000,11259000,14582000,1572000,4066000,226862000,355000,117635000,157780000,"7/31/2020 10:09:33 AM"
"284",223283,"Total residential","All areas","9/1/2015 12:00:00 AM",709168000,757074000,4251366000,131954000,35227000,40319000,70304000,1716886000,14345000,690095000,77719000,"7/31/2020 10:09:33 AM"
"285",223284,"Total residential and non-residential","All areas","9/1/2015 12:00:00 AM",1329015000,1104186000,7063946000,214841000,67015000,59353000,105644000,2630916000,24060000,1142666000,368779000,"7/31/2020 10:09:33 AM"
"286",223285,"Total commercial","All areas","10/1/2015 12:00:00 AM",338036000,111964000,1293369000,69521000,22797000,10233000,24925000,433265000,3312000,216925000,57841000,"7/31/2020 10:09:33 AM"
"287",223286,"Total industrial","All areas","10/1/2015 12:00:00 AM",37116000,71813000,417786000,14529000,3145000,199000,8323000,196179000,792000,79826000,5414000,"7/31/2020 10:09:33 AM"
"288",223287,"Total institutional and governmental","All areas","10/1/2015 12:00:00 AM",302263000,45815000,1029294000,24466000,2907000,4898000,9204000,329815000,10326000,173993000,122594000,"7/31/2020 10:09:33 AM"
"289",223288,"Total residential","All areas","10/1/2015 12:00:00 AM",1127321000,775879000,4698382000,104970000,35335000,44530000,56568000,1775567000,10619000,677408000,82185000,"7/31/2020 10:09:33 AM"
"290",223289,"Total residential and non-residential","All areas","10/1/2015 12:00:00 AM",1804736000,1005471000,7438832000,213486000,64184000,59860000,99021000,2734826000,25049000,1148153000,268035000,"7/31/2020 10:09:33 AM"
"291",223290,"Total commercial","All areas","11/1/2015 12:00:00 AM",275349000,187227000,1194620000,51076000,12902000,7539000,12739000,371768000,3022000,217923000,50789000,"7/31/2020 10:09:33 AM"
"292",223291,"Total industrial","All areas","11/1/2015 12:00:00 AM",43638000,72918000,475312000,5144000,2656000,217000,6480000,232898000,1304000,97917000,11395000,"7/31/2020 10:09:33 AM"
"293",223292,"Total institutional and governmental","All areas","11/1/2015 12:00:00 AM",169403000,82925000,811554000,27687000,8360000,4687000,6310000,275703000,1035000,194112000,36939000,"7/31/2020 10:09:33 AM"
"294",223293,"Total residential","All areas","11/1/2015 12:00:00 AM",633162000,802929000,4049662000,100272000,28026000,34146000,58145000,1695326000,6864000,599306000,86141000,"7/31/2020 10:09:33 AM"
"295",223294,"Total residential and non-residential","All areas","11/1/2015 12:00:00 AM",1121552000,1.146e+09,6531148000,184178000,51944000,46589000,83674000,2575695000,12225000,1109258000,185264000,"7/31/2020 10:09:33 AM"
"296",223295,"Total commercial","All areas","12/1/2015 12:00:00 AM",296157000,243929000,1417284000,65506000,18080000,4832000,27705000,518900000,1005000,175540000,64081000,"7/31/2020 10:09:33 AM"
"297",223296,"Total industrial","All areas","12/1/2015 12:00:00 AM",83747000,35704000,404192000,21250000,4905000,312000,3446000,157776000,730000,90019000,6303000,"7/31/2020 10:09:33 AM"
"298",223297,"Total institutional and governmental","All areas","12/1/2015 12:00:00 AM",145406000,60324000,747071000,14417000,24631000,763000,4822000,327187000,576000,97626000,71267000,"7/31/2020 10:09:33 AM"
"299",223298,"Total residential","All areas","12/1/2015 12:00:00 AM",700861000,1012403000,4548491000,135297000,36214000,34034000,69887000,1731401000,9156000,723850000,90350000,"7/31/2020 10:09:33 AM"
"300",223299,"Total residential and non-residential","All areas","12/1/2015 12:00:00 AM",1226172000,1352360000,7117038000,236469000,83830000,39941000,105860000,2735264000,11467000,1087036000,232002000,"7/31/2020 10:09:33 AM"
"301",223300,"Total commercial","All areas","1/1/2016 12:00:00 AM",310241000,190179000,1298194000,37868000,21057000,3907000,16352000,501009000,870000,178450000,38250000,"7/31/2020 10:09:33 AM"
"302",223301,"Total industrial","All areas","1/1/2016 12:00:00 AM",81370000,34813000,529368000,27611000,1953000,30000,4612000,253987000,5000,116576000,8412000,"7/31/2020 10:09:33 AM"
"303",223302,"Total institutional and governmental","All areas","1/1/2016 12:00:00 AM",52077000,76866000,619930000,16681000,20160000,1138000,4836000,345190000,68000,61236000,33330000,"7/31/2020 10:09:33 AM"
"304",223303,"Total residential","All areas","1/1/2016 12:00:00 AM",612225000,821551000,3964517000,99585000,37608000,29496000,79558000,1476016000,6130000,704680000,88850000,"7/31/2020 10:09:33 AM"
"305",223304,"Total residential and non-residential","All areas","1/1/2016 12:00:00 AM",1055913000,1123409000,6412009000,181745000,80778000,34571000,105358000,2576203000,7073000,1060941000,168842000,"7/31/2020 10:09:33 AM"
"306",223305,"Total commercial","All areas","2/1/2016 12:00:00 AM",621531000,260794000,1795752000,24878000,17772000,16644000,20988000,611073000,1388000,186437000,33234000,"7/31/2020 10:09:33 AM"
"307",223306,"Total industrial","All areas","2/1/2016 12:00:00 AM",41216000,51868000,511219000,41900000,3341000,10000,6931000,255562000,312000,104536000,5493000,"7/31/2020 10:09:33 AM"
"308",223307,"Total institutional and governmental","All areas","2/1/2016 12:00:00 AM",137224000,63549000,712533000,21556000,13448000,72000,4374000,239453000,0,169323000,40702000,"7/31/2020 10:09:33 AM"
"309",223308,"Total residential","All areas","2/1/2016 12:00:00 AM",612437000,702318000,4104335000,104924000,32501000,29281000,45383000,1747452000,11664000,736169000,78314000,"7/31/2020 10:09:33 AM"
"310",223309,"Total residential and non-residential","All areas","2/1/2016 12:00:00 AM",1412408000,1078529000,7123839000,193258000,67062000,46007000,77676000,2853541000,13364000,1196465000,157743000,"7/31/2020 10:09:33 AM"
"311",223310,"Total commercial","All areas","3/1/2016 12:00:00 AM",323840000,189610000,1471660000,95733000,20094000,5667000,17901000,467636000,2401000,301155000,42849000,"7/31/2020 10:09:33 AM"
"312",223311,"Total industrial","All areas","3/1/2016 12:00:00 AM",41527000,33701000,392469000,8588000,2669000,1332000,3411000,214748000,2012000,81324000,3153000,"7/31/2020 10:09:33 AM"
"313",223312,"Total institutional and governmental","All areas","3/1/2016 12:00:00 AM",137849000,33414000,614694000,20725000,15772000,5612000,9558000,261494000,2576000,94754000,15531000,"7/31/2020 10:09:33 AM"
"314",223313,"Total residential","All areas","3/1/2016 12:00:00 AM",494463000,873128000,4366672000,133131000,40436000,42808000,73410000,1912495000,13972000,703833000,73258000,"7/31/2020 10:09:33 AM"
"315",223314,"Total residential and non-residential","All areas","3/1/2016 12:00:00 AM",997679000,1129853000,6845495000,258177000,78971000,55419000,104280000,2856373000,20961000,1181066000,134790000,"7/31/2020 10:09:33 AM"
"316",223315,"Total commercial","All areas","4/1/2016 12:00:00 AM",292631000,198049000,1585832000,125649000,29979000,8298000,13012000,552545000,4077000,314282000,45996000,"7/31/2020 10:09:33 AM"
"317",223316,"Total industrial","All areas","4/1/2016 12:00:00 AM",61802000,48213000,412241000,20622000,6193000,109000,3190000,177828000,390000,89425000,4448000,"7/31/2020 10:09:33 AM"
"318",223317,"Total institutional and governmental","All areas","4/1/2016 12:00:00 AM",302633000,35179000,741988000,67202000,14463000,4783000,1566000,178365000,200000,106173000,28801000,"7/31/2020 10:09:33 AM"
"319",223318,"Total residential","All areas","4/1/2016 12:00:00 AM",646259000,944058000,4759407000,109901000,53478000,38634000,58606000,2113177000,14052000,683213000,86332000,"7/31/2020 10:09:33 AM"
"320",223319,"Total residential and non-residential","All areas","4/1/2016 12:00:00 AM",1303325000,1225499000,7499468000,323373000,104113000,51824000,76374000,3021914000,18719000,1193093000,165576000,"7/31/2020 10:09:33 AM"
"321",223320,"Total commercial","All areas","5/1/2016 12:00:00 AM",251431000,193121000,1293022000,62851000,9427000,31963000,14391000,458528000,5169000,215446000,49250000,"7/31/2020 10:09:33 AM"
"322",223321,"Total industrial","All areas","5/1/2016 12:00:00 AM",40511000,26634000,370702000,12132000,3381000,1428000,6912000,177002000,970000,94341000,5600000,"7/31/2020 10:09:33 AM"
"323",223322,"Total institutional and governmental","All areas","5/1/2016 12:00:00 AM",196978000,106272000,924260000,21294000,888000,300000,13746000,286028000,4065000,163878000,26829000,"7/31/2020 10:09:33 AM"
"324",223323,"Total residential","All areas","5/1/2016 12:00:00 AM",523127000,821728000,4337624000,98689000,33900000,29580000,98789000,1881425000,10838000,738861000,88285000,"7/31/2020 10:09:33 AM"
"325",223324,"Total residential and non-residential","All areas","5/1/2016 12:00:00 AM",1012048000,1147755000,6925608000,194967000,47596000,63271000,133838000,2802983000,21042000,1212526000,169964000,"7/31/2020 10:09:33 AM"
"326",223325,"Total commercial","All areas","6/1/2016 12:00:00 AM",202956000,170452000,1280867000,38244000,65522000,5366000,15443000,472955000,2252000,260027000,42341000,"7/31/2020 10:09:33 AM"
"327",223326,"Total industrial","All areas","6/1/2016 12:00:00 AM",53813000,49295000,334406000,12357000,6955000,1955000,5385000,133225000,9982000,53131000,8306000,"7/31/2020 10:09:33 AM"
"328",223327,"Total institutional and governmental","All areas","6/1/2016 12:00:00 AM",136176000,88555000,647021000,26357000,7823000,6506000,6058000,154034000,552000,103528000,113417000,"7/31/2020 10:09:33 AM"
"329",223328,"Total residential","All areas","6/1/2016 12:00:00 AM",530530000,708944000,4177764000,105171000,40985000,30515000,48057000,1849288000,10138000,764413000,82742000,"7/31/2020 10:09:33 AM"
"330",223329,"Total residential and non-residential","All areas","6/1/2016 12:00:00 AM",923475000,1017246000,6440058000,182129000,121285000,44342000,74942000,2609502000,22924000,1181099000,246806000,"7/31/2020 10:09:33 AM"
"331",223330,"Total commercial","All areas","7/1/2016 12:00:00 AM",235329000,190575000,1418423000,47412000,21187000,8918000,24279000,638198000,9146000,204946000,37443000,"7/31/2020 10:09:33 AM"
"332",223331,"Total industrial","All areas","7/1/2016 12:00:00 AM",86017000,37923000,427463000,23835000,5585000,572000,1993000,169880000,1152000,85095000,10925000,"7/31/2020 10:09:33 AM"
"333",223332,"Total institutional and governmental","All areas","7/1/2016 12:00:00 AM",196714000,103719000,740973000,25087000,10382000,1145000,7530000,301199000,460000,64435000,28794000,"7/31/2020 10:09:33 AM"
"334",223333,"Total residential","All areas","7/1/2016 12:00:00 AM",594644000,664179000,4242867000,126201000,34254000,33225000,59889000,1847819000,13481000,768758000,92064000,"7/31/2020 10:09:33 AM"
"335",223334,"Total residential and non-residential","All areas","7/1/2016 12:00:00 AM",1112704000,996395000,6829726000,222535000,71407000,43860000,93690000,2957096000,24239000,1123234000,169225000,"7/31/2020 10:09:33 AM"
"336",223335,"Total commercial","All areas","8/1/2016 12:00:00 AM",294625000,157665000,1608634000,55628000,36837000,23566000,27120000,724656000,7767000,228585000,41748000,"7/31/2020 10:09:33 AM"
"337",223336,"Total industrial","All areas","8/1/2016 12:00:00 AM",84571000,17657000,466426000,40289000,12000000,457000,4802000,214575000,632000,80738000,6859000,"7/31/2020 10:09:33 AM"
"338",223337,"Total institutional and governmental","All areas","8/1/2016 12:00:00 AM",146397000,93083000,905394000,25275000,2033000,4028000,1259000,210469000,2408000,385318000,22883000,"7/31/2020 10:09:33 AM"
"339",223338,"Total residential","All areas","8/1/2016 12:00:00 AM",575175000,880310000,4618544000,116893000,51003000,29352000,80504000,2037590000,13550000,741962000,80122000,"7/31/2020 10:09:33 AM"
"340",223339,"Total residential and non-residential","All areas","8/1/2016 12:00:00 AM",1100768000,1148715000,7598999000,238085000,101872000,57403000,113686000,3187290000,24357000,1436602000,151612000,"7/31/2020 10:09:33 AM"
"341",223340,"Total commercial","All areas","9/1/2016 12:00:00 AM",263270000,138624000,1320054000,46558000,20314000,8035000,24154000,534228000,3884000,237756000,33159000,"7/31/2020 10:09:33 AM"
"342",223341,"Total industrial","All areas","9/1/2016 12:00:00 AM",43690000,43304000,368554000,18000000,6028000,445000,3179000,147596000,1121000,98837000,5653000,"7/31/2020 10:09:33 AM"
"343",223342,"Total institutional and governmental","All areas","9/1/2016 12:00:00 AM",117107000,44325000,546561000,27248000,1484000,572000,4909000,200111000,2217000,136804000,9984000,"7/31/2020 10:09:33 AM"
"344",223343,"Total residential","All areas","9/1/2016 12:00:00 AM",693801000,779798000,4874116000,110389000,37617000,38246000,57461000,2329039000,10615000,718486000,87865000,"7/31/2020 10:09:33 AM"
"345",223344,"Total residential and non-residential","All areas","9/1/2016 12:00:00 AM",1117869000,1006050000,7109285000,202195000,65442000,47298000,89703000,3210974000,17837000,1191883000,136660000,"7/31/2020 10:09:33 AM"
"346",223345,"Total commercial","All areas","10/1/2016 12:00:00 AM",450555000,170530000,1524269000,53652000,24473000,8136000,16226000,559281000,8306000,161103000,67045000,"7/31/2020 10:09:33 AM"
"347",223346,"Total industrial","All areas","10/1/2016 12:00:00 AM",48183000,26100000,369567000,18790000,8420000,416000,2320000,140475000,302000,112647000,10531000,"7/31/2020 10:09:33 AM"
"348",223347,"Total institutional and governmental","All areas","10/1/2016 12:00:00 AM",189568000,47573000,528925000,15749000,2851000,2941000,9723000,154464000,31000,98967000,5824000,"7/31/2020 10:09:33 AM"
"349",223348,"Total residential","All areas","10/1/2016 12:00:00 AM",1560819000,853653000,5741905000,133073000,37979000,36417000,82470000,2215335000,13389000,711499000,90033000,"7/31/2020 10:09:33 AM"
"350",223349,"Total residential and non-residential","All areas","10/1/2016 12:00:00 AM",2249124000,1097856000,8164666000,221263000,73723000,47910000,110738000,3069554000,22028000,1084216000,173433000,"7/31/2020 10:09:33 AM"
"351",223350,"Total commercial","All areas","11/1/2016 12:00:00 AM",226646000,155164000,1466827000,61884000,24840000,13310000,36980000,658573000,2745000,248804000,36850000,"7/31/2020 10:09:33 AM"
"352",223351,"Total industrial","All areas","11/1/2016 12:00:00 AM",70372000,38379000,465013000,6359000,6653000,4586000,11410000,170880000,811000,142332000,13067000,"7/31/2020 10:09:33 AM"
"353",223352,"Total institutional and governmental","All areas","11/1/2016 12:00:00 AM",143198000,42430000,688208000,9734000,23034000,363000,1265000,311580000,511000,147771000,7646000,"7/31/2020 10:09:33 AM"
"354",223353,"Total residential","All areas","11/1/2016 12:00:00 AM",634205000,1141507000,5221335000,131577000,47943000,38268000,77726000,2117342000,10378000,907035000,103248000,"7/31/2020 10:09:33 AM"
"355",223354,"Total residential and non-residential","All areas","11/1/2016 12:00:00 AM",1074421000,1377480000,7841382000,209554000,102470000,56527000,127381000,3258374000,14445000,1445942000,160811000,"7/31/2020 10:09:33 AM"
"356",223355,"Total commercial","All areas","12/1/2016 12:00:00 AM",203506000,146512000,1314256000,40151000,29902000,10150000,17148000,627059000,1945000,198617000,39145000,"7/31/2020 10:09:33 AM"
"357",223356,"Total industrial","All areas","12/1/2016 12:00:00 AM",50317000,41738000,381546000,26959000,4050000,3274000,5609000,132984000,1725000,111661000,3106000,"7/31/2020 10:09:33 AM"
"358",223357,"Total institutional and governmental","All areas","12/1/2016 12:00:00 AM",134294000,45849000,684892000,16347000,7932000,0,4171000,286762000,540000,121902000,18982000,"7/31/2020 10:09:33 AM"
"359",223358,"Total residential","All areas","12/1/2016 12:00:00 AM",452305000,672137000,4730521000,115116000,31331000,41267000,59609000,2440624000,7968000,832394000,74234000,"7/31/2020 10:09:33 AM"
"360",223359,"Total residential and non-residential","All areas","12/1/2016 12:00:00 AM",840423000,906236000,7111214000,198573000,73214000,54691000,86537000,3487429000,12178000,1264573000,135467000,"7/31/2020 10:09:33 AM"
"361",223360,"Total commercial","All areas","1/1/2017 12:00:00 AM",263410000,195406000,1408935000,56938000,45111000,6412000,32670000,548504000,2314000,202584000,53438000,"7/31/2020 10:09:33 AM"
"362",223361,"Total industrial","All areas","1/1/2017 12:00:00 AM",60797000,54454000,471054000,13481000,17379000,2752000,5761000,203405000,200000,100813000,10460000,"7/31/2020 10:09:33 AM"
"363",223362,"Total institutional and governmental","All areas","1/1/2017 12:00:00 AM",265502000,74672000,755065000,24974000,7299000,515000,11940000,244123000,418000,114633000,10588000,"7/31/2020 10:09:33 AM"
"364",223363,"Total residential","All areas","1/1/2017 12:00:00 AM",624505000,831595000,4858859000,180523000,35262000,25824000,90010000,2162889000,11869000,803652000,87231000,"7/31/2020 10:09:33 AM"
"365",223364,"Total residential and non-residential","All areas","1/1/2017 12:00:00 AM",1214214000,1156127000,7493913000,275916000,105050000,35503000,140382000,3158921000,14801000,1221683000,161717000,"7/31/2020 10:09:33 AM"
"366",223365,"Total commercial","All areas","2/1/2017 12:00:00 AM",238364000,176354000,1481973000,84458000,41474000,12235000,24758000,512713000,1995000,331382000,55704000,"7/31/2020 10:09:33 AM"
"367",223366,"Total industrial","All areas","2/1/2017 12:00:00 AM",54891000,41256000,382310000,9217000,12194000,302000,5858000,158073000,397000,59147000,40781000,"7/31/2020 10:09:33 AM"
"368",223367,"Total institutional and governmental","All areas","2/1/2017 12:00:00 AM",159152000,64150000,710117000,19604000,14612000,24000,14988000,272201000,4754000,99554000,33330000,"7/31/2020 10:09:33 AM"
"369",223368,"Total residential","All areas","2/1/2017 12:00:00 AM",644419000,1034287000,5095774000,143614000,55624000,25410000,105833000,2176887000,11730000,793805000,100104000,"7/31/2020 10:09:33 AM"
"370",223369,"Total residential and non-residential","All areas","2/1/2017 12:00:00 AM",1096826000,1316046000,7670174000,256893000,123904000,37971000,151436000,3119875000,18876000,1283889000,229920000,"7/31/2020 10:09:33 AM"
"371",223370,"Total commercial","All areas","3/1/2017 12:00:00 AM",221507000,131817000,1398916000,50011000,21097000,9038000,29979000,631693000,3013000,238834000,58538000,"7/31/2020 10:09:33 AM"
"372",223371,"Total industrial","All areas","3/1/2017 12:00:00 AM",139681000,29299000,519782000,19989000,5429000,260000,6571000,204390000,25000,101646000,12353000,"7/31/2020 10:09:33 AM"
"373",223372,"Total institutional and governmental","All areas","3/1/2017 12:00:00 AM",147099000,84962000,858769000,1425000,15401000,1050000,6065000,404375000,2260000,192049000,3820000,"7/31/2020 10:09:33 AM"
"374",223373,"Total residential","All areas","3/1/2017 12:00:00 AM",694137000,756596000,4884074000,136450000,41755000,21275000,71470000,2280528000,12424000,761257000,104740000,"7/31/2020 10:09:33 AM"
"375",223374,"Total residential and non-residential","All areas","3/1/2017 12:00:00 AM",1202425000,1002675000,7661541000,207875000,83681000,31623000,114085000,3520986000,17722000,1293786000,179450000,"7/31/2020 10:09:33 AM"
"376",223375,"Total commercial","All areas","4/1/2017 12:00:00 AM",226613000,199411000,1333097000,44516000,21194000,6224000,36553000,560247000,2964000,207182000,25725000,"7/31/2020 10:09:33 AM"
"377",223376,"Total industrial","All areas","4/1/2017 12:00:00 AM",52630000,56010000,533305000,20652000,12808000,4069000,7504000,246900000,660000,125885000,6036000,"7/31/2020 10:09:33 AM"
"378",223377,"Total institutional and governmental","All areas","4/1/2017 12:00:00 AM",108046000,143596000,974090000,16394000,14405000,1028000,13079000,441770000,305000,193916000,39155000,"7/31/2020 10:09:33 AM"
"379",223378,"Total residential","All areas","4/1/2017 12:00:00 AM",684554000,882963000,4546986000,138837000,41300000,20778000,72539000,1799462000,15436000,780454000,101297000,"7/31/2020 10:09:33 AM"
"380",223379,"Total residential and non-residential","All areas","4/1/2017 12:00:00 AM",1071843000,1281980000,7387478000,220400000,89707000,32099000,129676000,3048379000,19365000,1307436000,172213000,"7/31/2020 10:09:33 AM"
"381",223380,"Total commercial","All areas","5/1/2017 12:00:00 AM",226948000,222156000,1569512000,43488000,42249000,37643000,30922000,590735000,19533000,303685000,47165000,"7/31/2020 10:09:33 AM"
"382",223381,"Total industrial","All areas","5/1/2017 12:00:00 AM",56751000,60684000,633391000,17981000,3143000,1851000,3588000,354918000,4645000,115127000,14694000,"7/31/2020 10:09:33 AM"
"383",223382,"Total institutional and governmental","All areas","5/1/2017 12:00:00 AM",239868000,58909000,840668000,13315000,55517000,800000,2354000,315429000,9208000,131785000,11894000,"7/31/2020 10:09:33 AM"
"384",223383,"Total residential","All areas","5/1/2017 12:00:00 AM",738951000,977333000,5160656000,152778000,31683000,36602000,70024000,2192085000,24063000,831821000,99926000,"7/31/2020 10:09:33 AM"
"385",223384,"Total residential and non-residential","All areas","5/1/2017 12:00:00 AM",1262519000,1319082000,8204226000,227562000,132592000,76896000,106888000,3453167000,57449000,1382417000,173680000,"7/31/2020 10:09:33 AM"
"386",223385,"Total commercial","All areas","6/1/2017 12:00:00 AM",225977000,217035000,1775221000,141569000,27684000,11564000,37620000,678330000,4325000,349893000,79926000,"7/31/2020 10:09:33 AM"
"387",223386,"Total industrial","All areas","6/1/2017 12:00:00 AM",44605000,63722000,666663000,28331000,725000,10680000,4814000,314553000,2413000,175217000,12532000,"7/31/2020 10:09:33 AM"
"388",223387,"Total institutional and governmental","All areas","6/1/2017 12:00:00 AM",172410000,115276000,910553000,23696000,15156000,17000,4950000,392926000,1062000,172761000,10952000,"7/31/2020 10:09:33 AM"
"389",223388,"Total residential","All areas","6/1/2017 12:00:00 AM",706753000,997467000,5160337000,195096000,31377000,34751000,95249000,2043881000,14014000,917196000,117693000,"7/31/2020 10:09:33 AM"
"390",223389,"Total residential and non-residential","All areas","6/1/2017 12:00:00 AM",1149745000,1393500000,8512774000,388693000,74942000,57012000,142634000,3429690000,21814000,1615069000,221104000,"7/31/2020 10:09:33 AM"
"391",223390,"Total commercial","All areas","7/1/2017 12:00:00 AM",209931000,200705000,1542313000,55637000,23677000,10894000,21078000,599147000,2386000,369016000,42746000,"7/31/2020 10:09:33 AM"
"392",223391,"Total industrial","All areas","7/1/2017 12:00:00 AM",38760000,47741000,551864000,23272000,8085000,1416000,3705000,317146000,6386000,92769000,12156000,"7/31/2020 10:09:33 AM"
"393",223392,"Total institutional and governmental","All areas","7/1/2017 12:00:00 AM",176571000,93165000,999717000,6899000,18522000,201000,3765000,524530000,195000,174922000,943000,"7/31/2020 10:09:33 AM"
"394",223393,"Total residential","All areas","7/1/2017 12:00:00 AM",688247000,1103462000,5004595000,158510000,30960000,32533000,89228000,1853236000,15645000,920667000,99006000,"7/31/2020 10:09:33 AM"
"395",223394,"Total residential and non-residential","All areas","7/1/2017 12:00:00 AM",1113509000,1445074000,8098489000,244318000,81244000,45044000,117777000,3294059000,24612000,1557374000,154851000,"7/31/2020 10:09:33 AM"
"396",223395,"Total commercial","All areas","8/1/2017 12:00:00 AM",238967000,189741000,1478112000,46923000,18114000,9476000,16875000,498104000,1507000,380235000,74999000,"7/31/2020 10:09:33 AM"
"397",223396,"Total industrial","All areas","8/1/2017 12:00:00 AM",59572000,66875000,501412000,12355000,2394000,11595000,2869000,219004000,1321000,107664000,14977000,"7/31/2020 10:09:33 AM"
"398",223397,"Total institutional and governmental","All areas","8/1/2017 12:00:00 AM",119418000,69080000,824252000,16546000,30040000,19549000,3456000,332708000,450000,165330000,22224000,"7/31/2020 10:09:33 AM"
"399",223398,"Total residential","All areas","8/1/2017 12:00:00 AM",798339000,878471000,4985360000,115944000,33895000,37298000,95943000,1982614000,19432000,926377000,90011000,"7/31/2020 10:09:33 AM"
"400",223399,"Total residential and non-residential","All areas","8/1/2017 12:00:00 AM",1216295000,1204167000,7789137000,191769000,84444000,77918000,119143000,3032430000,22710000,1579607000,202211000,"7/31/2020 10:09:33 AM"
"401",223400,"Total commercial","All areas","9/1/2017 12:00:00 AM",213562000,204604000,1531126000,43517000,34285000,21200000,32947000,641912000,2346000,283186000,51769000,"7/31/2020 10:09:33 AM"
"402",223401,"Total industrial","All areas","9/1/2017 12:00:00 AM",56205000,57205000,656897000,32195000,7691000,11758000,8451000,360158000,2877000,96781000,12605000,"7/31/2020 10:09:33 AM"
"403",223402,"Total institutional and governmental","All areas","9/1/2017 12:00:00 AM",478794000,113179000,1094012000,14699000,20566000,23838000,4511000,275792000,200000,156279000,4638000,"7/31/2020 10:09:33 AM"
"404",223403,"Total residential","All areas","9/1/2017 12:00:00 AM",703008000,1106816000,4922814000,117366000,42600000,33378000,98870000,1838661000,16184000,864344000,94826000,"7/31/2020 10:09:33 AM"
"405",223404,"Total residential and non-residential","All areas","9/1/2017 12:00:00 AM",1451569000,1481804000,8204849000,207776000,105142000,90174000,144779000,3116523000,21607000,1400589000,163838000,"7/31/2020 10:09:33 AM"
"406",223405,"Total commercial","All areas","10/1/2017 12:00:00 AM",175453000,293995000,1679019000,34888000,26227000,27038000,27251000,668286000,2883000,380455000,33096000,"7/31/2020 10:09:33 AM"
"407",223406,"Total industrial","All areas","10/1/2017 12:00:00 AM",140825000,82049000,840279000,19359000,10848000,2481000,10116000,435574000,892000,124945000,12069000,"7/31/2020 10:09:33 AM"
"408",223407,"Total institutional and governmental","All areas","10/1/2017 12:00:00 AM",103390000,108217000,885391000,16402000,48096000,1990000,1304000,409778000,5430000,165173000,25484000,"7/31/2020 10:09:33 AM"
"409",223408,"Total residential","All areas","10/1/2017 12:00:00 AM",648733000,991652000,5116992000,157802000,44071000,32802000,65628000,1955061000,17990000,1114762000,79601000,"7/31/2020 10:09:33 AM"
"410",223409,"Total residential and non-residential","All areas","10/1/2017 12:00:00 AM",1068402000,1475914000,8521681000,228452000,129242000,64311000,104300000,3468698000,27195000,1785334000,150250000,"7/31/2020 10:09:33 AM"
"411",223410,"Total commercial","All areas","11/1/2017 12:00:00 AM",328287000,212132000,1593574000,51894000,33276000,11002000,27090000,660431000,4663000,214391000,47730000,"7/31/2020 10:09:33 AM"
"412",223411,"Total industrial","All areas","11/1/2017 12:00:00 AM",70146000,45475000,596576000,70429000,8058000,1905000,4525000,301827000,801000,80933000,12189000,"7/31/2020 10:09:33 AM"
"413",223412,"Total institutional and governmental","All areas","11/1/2017 12:00:00 AM",157505000,119492000,734762000,13114000,10430000,843000,13648000,228552000,6579000,143401000,33979000,"7/31/2020 10:09:33 AM"
"414",223413,"Total residential","All areas","11/1/2017 12:00:00 AM",715960000,854402000,4969950000,143099000,43066000,25935000,80563000,2185242000,21520000,805510000,89558000,"7/31/2020 10:09:33 AM"
"415",223414,"Total residential and non-residential","All areas","11/1/2017 12:00:00 AM",1271898000,1231501000,7894862000,278535000,94830000,39685000,125826000,3376052000,33563000,1244235000,183456000,"7/31/2020 10:09:33 AM"
"416",223415,"Total commercial","All areas","12/1/2017 12:00:00 AM",269398000,196265000,1439594000,55509000,24314000,9859000,28738000,523046000,2386000,280028000,45319000,"7/31/2020 10:09:33 AM"
"417",223416,"Total industrial","All areas","12/1/2017 12:00:00 AM",39775000,53712000,679239000,21787000,9205000,326000,8938000,391776000,1833000,124826000,26575000,"7/31/2020 10:09:33 AM"
"418",223417,"Total institutional and governmental","All areas","12/1/2017 12:00:00 AM",64070000,69615000,714019000,25576000,12243000,0,3499000,301072000,12000,217722000,20208000,"7/31/2020 10:09:33 AM"
"419",223418,"Total residential","All areas","12/1/2017 12:00:00 AM",752398000,1083319000,4985679000,154584000,46043000,46226000,89828000,1887832000,16440000,794287000,111424000,"7/31/2020 10:09:33 AM"
"420",223419,"Total residential and non-residential","All areas","12/1/2017 12:00:00 AM",1125642000,1402911000,7818531000,257456000,91806000,56411000,131002000,3103726000,20671000,1416862000,203526000,"7/31/2020 10:09:33 AM"
"421",223420,"Total commercial","All areas","1/1/2018 12:00:00 AM",297305000,271897000,1755900000,51712000,20292000,24486000,35045000,642896000,7270000,344407000,59485000,"7/31/2020 10:09:33 AM"
"422",223421,"Total industrial","All areas","1/1/2018 12:00:00 AM",66012000,61610000,576146000,20238000,3150000,115000,13608000,295903000,60000,103065000,12385000,"7/31/2020 10:09:33 AM"
