"","Id","When","Airport","FlightType","Alberta","ModifiedDate"
"538",288481,"5/1/1999 12:00:00 AM","Edmonton International","Transborder",29248,"8/25/2020 8:08:51 AM"
"539",288482,"5/1/1999 12:00:00 AM","Calgary International","Domestic",499327,"8/25/2020 8:08:51 AM"
"540",288483,"5/1/1999 12:00:00 AM","Calgary International","Transborder",109589,"8/25/2020 8:08:51 AM"
"541",288484,"5/1/1999 12:00:00 AM","Calgary International","International",46062,"8/25/2020 8:08:51 AM"
"542",288485,"6/1/1999 12:00:00 AM","Edmonton International","Domestic",278801,"8/25/2020 8:08:51 AM"
"543",288486,"6/1/1999 12:00:00 AM","Edmonton International","International",4699,"8/25/2020 8:08:51 AM"
"544",288487,"6/1/1999 12:00:00 AM","Edmonton International","Transborder",29644,"8/25/2020 8:08:51 AM"
"545",288488,"6/1/1999 12:00:00 AM","Calgary International","Domestic",526097,"8/25/2020 8:08:51 AM"
"546",288489,"6/1/1999 12:00:00 AM","Calgary International","Transborder",125546,"8/25/2020 8:08:51 AM"
"547",288490,"6/1/1999 12:00:00 AM","Calgary International","International",59768,"8/25/2020 8:08:51 AM"
"548",288491,"7/1/1999 12:00:00 AM","Edmonton International","Domestic",295586,"8/25/2020 8:08:51 AM"
"549",288492,"7/1/1999 12:00:00 AM","Edmonton International","International",8083,"8/25/2020 8:08:51 AM"
"550",288493,"7/1/1999 12:00:00 AM","Edmonton International","Transborder",36741,"8/25/2020 8:08:51 AM"
"551",288494,"7/1/1999 12:00:00 AM","Calgary International","Domestic",565168,"8/25/2020 8:08:51 AM"
"552",288495,"7/1/1999 12:00:00 AM","Calgary International","Transborder",168654,"8/25/2020 8:08:51 AM"
"553",288496,"7/1/1999 12:00:00 AM","Calgary International","International",68431,"8/25/2020 8:08:51 AM"
"554",288497,"8/1/1999 12:00:00 AM","Edmonton International","Domestic",305445,"8/25/2020 8:08:51 AM"
"555",288498,"8/1/1999 12:00:00 AM","Edmonton International","International",8320,"8/25/2020 8:08:51 AM"
"556",288499,"8/1/1999 12:00:00 AM","Edmonton International","Transborder",35006,"8/25/2020 8:08:51 AM"
"557",288500,"8/1/1999 12:00:00 AM","Calgary International","Domestic",563137,"8/25/2020 8:08:51 AM"
"558",288501,"8/1/1999 12:00:00 AM","Calgary International","Transborder",168053,"8/25/2020 8:08:51 AM"
"559",288502,"8/1/1999 12:00:00 AM","Calgary International","International",73152,"8/25/2020 8:08:51 AM"
"560",288503,"9/1/1999 12:00:00 AM","Edmonton International","Domestic",255466,"8/25/2020 8:08:51 AM"
"561",288504,"9/1/1999 12:00:00 AM","Edmonton International","International",5334,"8/25/2020 8:08:51 AM"
"562",288505,"9/1/1999 12:00:00 AM","Edmonton International","Transborder",32108,"8/25/2020 8:08:51 AM"
"563",288506,"9/1/1999 12:00:00 AM","Calgary International","Domestic",505356,"8/25/2020 8:08:51 AM"
"564",288507,"9/1/1999 12:00:00 AM","Calgary International","Transborder",137678,"8/25/2020 8:08:51 AM"
"565",288508,"9/1/1999 12:00:00 AM","Calgary International","International",58942,"8/25/2020 8:08:51 AM"
"566",288509,"10/1/1999 12:00:00 AM","Edmonton International","Domestic",268268,"8/25/2020 8:08:51 AM"
"567",288510,"10/1/1999 12:00:00 AM","Edmonton International","International",3128,"8/25/2020 8:08:51 AM"
"568",288511,"10/1/1999 12:00:00 AM","Edmonton International","Transborder",36211,"8/25/2020 8:08:51 AM"
"569",288512,"10/1/1999 12:00:00 AM","Calgary International","Domestic",503798,"8/25/2020 8:08:51 AM"
"570",288513,"10/1/1999 12:00:00 AM","Calgary International","Transborder",127259,"8/25/2020 8:08:51 AM"
"571",288514,"10/1/1999 12:00:00 AM","Calgary International","International",47123,"8/25/2020 8:08:51 AM"
"572",288515,"11/1/1999 12:00:00 AM","Edmonton International","Domestic",251375,"8/25/2020 8:08:51 AM"
"573",288516,"11/1/1999 12:00:00 AM","Edmonton International","International",3755,"8/25/2020 8:08:51 AM"
"574",288517,"11/1/1999 12:00:00 AM","Edmonton International","Transborder",34049,"8/25/2020 8:08:51 AM"
"575",288518,"11/1/1999 12:00:00 AM","Calgary International","Domestic",432941,"8/25/2020 8:08:51 AM"
"576",288519,"11/1/1999 12:00:00 AM","Calgary International","Transborder",104543,"8/25/2020 8:08:51 AM"
"577",288520,"11/1/1999 12:00:00 AM","Calgary International","International",39488,"8/25/2020 8:08:51 AM"
"578",288521,"12/1/1999 12:00:00 AM","Edmonton International","Domestic",255175,"8/25/2020 8:08:51 AM"
"579",288522,"12/1/1999 12:00:00 AM","Edmonton International","International",6801,"8/25/2020 8:08:51 AM"
"580",288523,"12/1/1999 12:00:00 AM","Edmonton International","Transborder",34754,"8/25/2020 8:08:51 AM"
"581",288524,"12/1/1999 12:00:00 AM","Calgary International","Domestic",448161,"8/25/2020 8:08:51 AM"
"582",288525,"12/1/1999 12:00:00 AM","Calgary International","Transborder",112271,"8/25/2020 8:08:51 AM"
"583",288526,"12/1/1999 12:00:00 AM","Calgary International","International",45078,"8/25/2020 8:08:51 AM"
"584",288527,"1/1/2000 12:00:00 AM","Edmonton International","Domestic",235321,"8/25/2020 8:08:51 AM"
"585",288528,"1/1/2000 12:00:00 AM","Edmonton International","International",14242,"8/25/2020 8:08:51 AM"
"586",288529,"1/1/2000 12:00:00 AM","Edmonton International","Transborder",37246,"8/25/2020 8:08:51 AM"
"587",288530,"1/1/2000 12:00:00 AM","Calgary International","Domestic",407728,"8/25/2020 8:08:51 AM"
"588",288531,"1/1/2000 12:00:00 AM","Calgary International","Transborder",119290,"8/25/2020 8:08:51 AM"
"589",288532,"1/1/2000 12:00:00 AM","Calgary International","International",59269,"8/25/2020 8:08:51 AM"
"590",288533,"2/1/2000 12:00:00 AM","Edmonton International","Domestic",242788,"8/25/2020 8:08:51 AM"
"591",288534,"2/1/2000 12:00:00 AM","Edmonton International","International",15148,"8/25/2020 8:08:51 AM"
"592",288535,"2/1/2000 12:00:00 AM","Edmonton International","Transborder",41395,"8/25/2020 8:08:51 AM"
"593",288536,"2/1/2000 12:00:00 AM","Calgary International","Domestic",421274,"8/25/2020 8:08:51 AM"
"594",288537,"2/1/2000 12:00:00 AM","Calgary International","Transborder",125845,"8/25/2020 8:08:51 AM"
"595",288538,"2/1/2000 12:00:00 AM","Calgary International","International",67772,"8/25/2020 8:08:51 AM"
"596",288539,"3/1/2000 12:00:00 AM","Edmonton International","Domestic",263040,"8/25/2020 8:08:51 AM"
"597",288540,"3/1/2000 12:00:00 AM","Edmonton International","International",14636,"8/25/2020 8:08:51 AM"
"598",288541,"3/1/2000 12:00:00 AM","Edmonton International","Transborder",43170,"8/25/2020 8:08:51 AM"
"599",288542,"3/1/2000 12:00:00 AM","Calgary International","Domestic",467120,"8/25/2020 8:08:51 AM"
"600",288543,"3/1/2000 12:00:00 AM","Calgary International","Transborder",137806,"8/25/2020 8:08:51 AM"
"601",288544,"3/1/2000 12:00:00 AM","Calgary International","International",78712,"8/25/2020 8:08:51 AM"
"602",288545,"4/1/2000 12:00:00 AM","Edmonton International","Domestic",261462,"8/25/2020 8:08:51 AM"
"603",288546,"4/1/2000 12:00:00 AM","Edmonton International","International",11168,"8/25/2020 8:08:51 AM"
"604",288547,"4/1/2000 12:00:00 AM","Edmonton International","Transborder",44961,"8/25/2020 8:08:51 AM"
"605",288548,"4/1/2000 12:00:00 AM","Calgary International","Domestic",454420,"8/25/2020 8:08:51 AM"
"606",288549,"4/1/2000 12:00:00 AM","Calgary International","Transborder",125883,"8/25/2020 8:08:51 AM"
"607",288550,"4/1/2000 12:00:00 AM","Calgary International","International",61052,"8/25/2020 8:08:51 AM"
"608",288551,"5/1/2000 12:00:00 AM","Edmonton International","Domestic",276121,"8/25/2020 8:08:51 AM"
"609",288552,"5/1/2000 12:00:00 AM","Edmonton International","International",2556,"8/25/2020 8:08:51 AM"
"610",288553,"5/1/2000 12:00:00 AM","Edmonton International","Transborder",38128,"8/25/2020 8:08:51 AM"
"611",288554,"5/1/2000 12:00:00 AM","Calgary International","Domestic",490505,"8/25/2020 8:08:51 AM"
"612",288555,"5/1/2000 12:00:00 AM","Calgary International","Transborder",118693,"8/25/2020 8:08:51 AM"
"613",288556,"5/1/2000 12:00:00 AM","Calgary International","International",51064,"8/25/2020 8:08:51 AM"
"614",288557,"6/1/2000 12:00:00 AM","Edmonton International","Domestic",275944,"8/25/2020 8:08:51 AM"
"615",288558,"6/1/2000 12:00:00 AM","Edmonton International","International",6869,"8/25/2020 8:08:51 AM"
"616",288559,"6/1/2000 12:00:00 AM","Edmonton International","Transborder",37715,"8/25/2020 8:08:51 AM"
"617",288560,"6/1/2000 12:00:00 AM","Calgary International","Domestic",501942,"8/25/2020 8:08:51 AM"
"618",288561,"6/1/2000 12:00:00 AM","Calgary International","Transborder",132602,"8/25/2020 8:08:51 AM"
"619",288562,"6/1/2000 12:00:00 AM","Calgary International","International",62293,"8/25/2020 8:08:51 AM"
"620",288563,"7/1/2000 12:00:00 AM","Edmonton International","Domestic",290640,"8/25/2020 8:08:51 AM"
"621",288564,"7/1/2000 12:00:00 AM","Edmonton International","International",8081,"8/25/2020 8:08:51 AM"
"622",288565,"7/1/2000 12:00:00 AM","Edmonton International","Transborder",45041,"8/25/2020 8:08:51 AM"
"623",288566,"7/1/2000 12:00:00 AM","Calgary International","Domestic",553487,"8/25/2020 8:08:51 AM"
"624",288567,"7/1/2000 12:00:00 AM","Calgary International","Transborder",172377,"8/25/2020 8:08:51 AM"
"625",288568,"7/1/2000 12:00:00 AM","Calgary International","International",69562,"8/25/2020 8:08:51 AM"
"626",288569,"8/1/2000 12:00:00 AM","Edmonton International","Domestic",312648,"8/25/2020 8:08:51 AM"
"627",288570,"8/1/2000 12:00:00 AM","Edmonton International","International",7612,"8/25/2020 8:08:51 AM"
"628",288571,"8/1/2000 12:00:00 AM","Edmonton International","Transborder",45983,"8/25/2020 8:08:51 AM"
"629",288572,"8/1/2000 12:00:00 AM","Calgary International","Domestic",563481,"8/25/2020 8:08:51 AM"
"630",288573,"8/1/2000 12:00:00 AM","Calgary International","Transborder",170809,"8/25/2020 8:08:51 AM"
"631",288574,"8/1/2000 12:00:00 AM","Calgary International","International",68099,"8/25/2020 8:08:51 AM"
"632",288575,"9/1/2000 12:00:00 AM","Edmonton International","Domestic",267752,"8/25/2020 8:08:51 AM"
"633",288576,"9/1/2000 12:00:00 AM","Edmonton International","International",5533,"8/25/2020 8:08:51 AM"
"634",288577,"9/1/2000 12:00:00 AM","Edmonton International","Transborder",38358,"8/25/2020 8:08:51 AM"
"635",288578,"9/1/2000 12:00:00 AM","Calgary International","Domestic",501319,"8/25/2020 8:08:51 AM"
"636",288579,"9/1/2000 12:00:00 AM","Calgary International","Transborder",138834,"8/25/2020 8:08:51 AM"
"637",288580,"9/1/2000 12:00:00 AM","Calgary International","International",60135,"8/25/2020 8:08:51 AM"
"638",288581,"10/1/2000 12:00:00 AM","Edmonton International","Domestic",289084,"8/25/2020 8:08:51 AM"
"639",288582,"10/1/2000 12:00:00 AM","Edmonton International","International",1180,"8/25/2020 8:08:51 AM"
"640",288583,"10/1/2000 12:00:00 AM","Edmonton International","Transborder",40168,"8/25/2020 8:08:51 AM"
"641",288584,"10/1/2000 12:00:00 AM","Calgary International","Domestic",522166,"8/25/2020 8:08:51 AM"
"642",288585,"10/1/2000 12:00:00 AM","Calgary International","Transborder",130672,"8/25/2020 8:08:51 AM"
"643",288586,"10/1/2000 12:00:00 AM","Calgary International","International",51112,"8/25/2020 8:08:51 AM"
"644",288587,"11/1/2000 12:00:00 AM","Edmonton International","Domestic",258101,"8/25/2020 8:08:51 AM"
"645",288588,"11/1/2000 12:00:00 AM","Edmonton International","International",5809,"8/25/2020 8:08:51 AM"
"646",288589,"11/1/2000 12:00:00 AM","Edmonton International","Transborder",38626,"8/25/2020 8:08:51 AM"
"647",288590,"11/1/2000 12:00:00 AM","Calgary International","Domestic",417836,"8/25/2020 8:08:51 AM"
"648",288591,"11/1/2000 12:00:00 AM","Calgary International","Transborder",109714,"8/25/2020 8:08:51 AM"
"649",288592,"11/1/2000 12:00:00 AM","Calgary International","International",50719,"8/25/2020 8:08:51 AM"
"650",288593,"12/1/2000 12:00:00 AM","Edmonton International","Domestic",271520,"8/25/2020 8:08:51 AM"
"651",288594,"12/1/2000 12:00:00 AM","Edmonton International","International",11482,"8/25/2020 8:08:51 AM"
"652",288595,"12/1/2000 12:00:00 AM","Edmonton International","Transborder",43793,"8/25/2020 8:08:51 AM"
"653",288596,"12/1/2000 12:00:00 AM","Calgary International","Domestic",450420,"8/25/2020 8:08:51 AM"
"654",288597,"12/1/2000 12:00:00 AM","Calgary International","Transborder",116957,"8/25/2020 8:08:51 AM"
"655",288598,"12/1/2000 12:00:00 AM","Calgary International","International",59457,"8/25/2020 8:08:51 AM"
"656",288599,"1/1/2001 12:00:00 AM","Edmonton International","Domestic",259241,"8/25/2020 8:08:51 AM"
"657",288600,"1/1/2001 12:00:00 AM","Edmonton International","International",16974,"8/25/2020 8:08:51 AM"
"658",288601,"1/1/2001 12:00:00 AM","Edmonton International","Transborder",49212,"8/25/2020 8:08:51 AM"
"659",288602,"1/1/2001 12:00:00 AM","Calgary International","Domestic",396839,"8/25/2020 8:08:51 AM"
"660",288603,"1/1/2001 12:00:00 AM","Calgary International","Transborder",140081,"8/25/2020 8:08:51 AM"
"661",288604,"1/1/2001 12:00:00 AM","Calgary International","International",72407,"8/25/2020 8:08:51 AM"
"662",288605,"2/1/2001 12:00:00 AM","Edmonton International","Domestic",257802,"8/25/2020 8:08:51 AM"
"663",288606,"2/1/2001 12:00:00 AM","Edmonton International","International",16346,"8/25/2020 8:08:51 AM"
"664",288607,"2/1/2001 12:00:00 AM","Edmonton International","Transborder",48495,"8/25/2020 8:08:51 AM"
"665",288608,"2/1/2001 12:00:00 AM","Calgary International","Domestic",370564,"8/25/2020 8:08:51 AM"
"666",288609,"2/1/2001 12:00:00 AM","Calgary International","Transborder",143658,"8/25/2020 8:08:51 AM"
"667",288610,"2/1/2001 12:00:00 AM","Calgary International","International",68892,"8/25/2020 8:08:51 AM"
"668",288611,"3/1/2001 12:00:00 AM","Edmonton International","Domestic",288453,"8/25/2020 8:08:51 AM"
"669",288612,"3/1/2001 12:00:00 AM","Edmonton International","International",16111,"8/25/2020 8:08:51 AM"
"670",288613,"3/1/2001 12:00:00 AM","Edmonton International","Transborder",49216,"8/25/2020 8:08:51 AM"
"671",288614,"3/1/2001 12:00:00 AM","Calgary International","Domestic",418664,"8/25/2020 8:08:51 AM"
"672",288615,"3/1/2001 12:00:00 AM","Calgary International","Transborder",160368,"8/25/2020 8:08:51 AM"
"673",288616,"3/1/2001 12:00:00 AM","Calgary International","International",86075,"8/25/2020 8:08:51 AM"
"674",288617,"4/1/2001 12:00:00 AM","Edmonton International","Domestic",278434,"8/25/2020 8:08:51 AM"
"675",288618,"4/1/2001 12:00:00 AM","Edmonton International","International",6758,"8/25/2020 8:08:51 AM"
"676",288619,"4/1/2001 12:00:00 AM","Edmonton International","Transborder",42807,"8/25/2020 8:08:51 AM"
"677",288620,"4/1/2001 12:00:00 AM","Calgary International","Domestic",456578,"8/25/2020 8:08:51 AM"
"678",288621,"4/1/2001 12:00:00 AM","Calgary International","Transborder",122632,"8/25/2020 8:08:51 AM"
"679",288622,"4/1/2001 12:00:00 AM","Calgary International","International",59836,"8/25/2020 8:08:51 AM"
"680",288623,"5/1/2001 12:00:00 AM","Edmonton International","Domestic",283224,"8/25/2020 8:08:51 AM"
"681",288624,"5/1/2001 12:00:00 AM","Edmonton International","International",3099,"8/25/2020 8:08:51 AM"
"682",288625,"5/1/2001 12:00:00 AM","Edmonton International","Transborder",37383,"8/25/2020 8:08:51 AM"
"683",288626,"5/1/2001 12:00:00 AM","Calgary International","Domestic",487714,"8/25/2020 8:08:51 AM"
"684",288627,"5/1/2001 12:00:00 AM","Calgary International","Transborder",119335,"8/25/2020 8:08:51 AM"
"685",288628,"5/1/2001 12:00:00 AM","Calgary International","International",52011,"8/25/2020 8:08:51 AM"
"686",288629,"6/1/2001 12:00:00 AM","Edmonton International","Domestic",290689,"8/25/2020 8:08:51 AM"
"687",288630,"6/1/2001 12:00:00 AM","Edmonton International","International",11724,"8/25/2020 8:08:51 AM"
"688",288631,"6/1/2001 12:00:00 AM","Edmonton International","Transborder",34720,"8/25/2020 8:08:51 AM"
"689",288632,"6/1/2001 12:00:00 AM","Calgary International","Domestic",501634,"8/25/2020 8:08:51 AM"
"690",288633,"6/1/2001 12:00:00 AM","Calgary International","Transborder",129310,"8/25/2020 8:08:51 AM"
"691",288634,"6/1/2001 12:00:00 AM","Calgary International","International",56586,"8/25/2020 8:08:51 AM"
"692",288635,"7/1/2001 12:00:00 AM","Edmonton International","Domestic",333956,"8/25/2020 8:08:51 AM"
"693",288636,"7/1/2001 12:00:00 AM","Edmonton International","International",14340,"8/25/2020 8:08:51 AM"
"694",288637,"7/1/2001 12:00:00 AM","Edmonton International","Transborder",44679,"8/25/2020 8:08:51 AM"
"695",288638,"7/1/2001 12:00:00 AM","Calgary International","Domestic",579058,"8/25/2020 8:08:51 AM"
"696",288639,"7/1/2001 12:00:00 AM","Calgary International","Transborder",167177,"8/25/2020 8:08:51 AM"
"697",288640,"7/1/2001 12:00:00 AM","Calgary International","International",63802,"8/25/2020 8:08:51 AM"
"698",288641,"8/1/2001 12:00:00 AM","Edmonton International","Domestic",350762,"8/25/2020 8:08:51 AM"
"699",288642,"8/1/2001 12:00:00 AM","Edmonton International","International",14026,"8/25/2020 8:08:51 AM"
"700",288643,"8/1/2001 12:00:00 AM","Edmonton International","Transborder",52078,"8/25/2020 8:08:51 AM"
"701",288644,"8/1/2001 12:00:00 AM","Calgary International","Domestic",594835,"8/25/2020 8:08:51 AM"
"702",288645,"8/1/2001 12:00:00 AM","Calgary International","Transborder",176855,"8/25/2020 8:08:51 AM"
"703",288646,"8/1/2001 12:00:00 AM","Calgary International","International",69393,"8/25/2020 8:08:51 AM"
"704",288647,"9/1/2001 12:00:00 AM","Edmonton International","Domestic",237962,"8/25/2020 8:08:51 AM"
"705",288648,"9/1/2001 12:00:00 AM","Edmonton International","International",8028,"8/25/2020 8:08:51 AM"
"706",288649,"9/1/2001 12:00:00 AM","Edmonton International","Transborder",25229,"8/25/2020 8:08:51 AM"
"707",288650,"9/1/2001 12:00:00 AM","Calgary International","Domestic",416190,"8/25/2020 8:08:51 AM"
"708",288651,"9/1/2001 12:00:00 AM","Calgary International","Transborder",93884,"8/25/2020 8:08:51 AM"
"709",288652,"9/1/2001 12:00:00 AM","Calgary International","International",58205,"8/25/2020 8:08:51 AM"
"710",288653,"10/1/2001 12:00:00 AM","Edmonton International","Domestic",268893,"8/25/2020 8:08:51 AM"
"711",288654,"10/1/2001 12:00:00 AM","Edmonton International","International",1568,"8/25/2020 8:08:51 AM"
"712",288655,"10/1/2001 12:00:00 AM","Edmonton International","Transborder",30018,"8/25/2020 8:08:51 AM"
"713",288656,"10/1/2001 12:00:00 AM","Calgary International","Domestic",451497,"8/25/2020 8:08:51 AM"
"714",288657,"10/1/2001 12:00:00 AM","Calgary International","Transborder",102065,"8/25/2020 8:08:51 AM"
"715",288658,"10/1/2001 12:00:00 AM","Calgary International","International",43401,"8/25/2020 8:08:51 AM"
"716",288659,"11/1/2001 12:00:00 AM","Edmonton International","Domestic",238442,"8/25/2020 8:08:51 AM"
"717",288660,"11/1/2001 12:00:00 AM","Edmonton International","International",6070,"8/25/2020 8:08:51 AM"
"718",288661,"11/1/2001 12:00:00 AM","Edmonton International","Transborder",22639,"8/25/2020 8:08:51 AM"
"719",288662,"11/1/2001 12:00:00 AM","Calgary International","Domestic",406814,"8/25/2020 8:08:51 AM"
"720",288663,"11/1/2001 12:00:00 AM","Calgary International","Transborder",91229,"8/25/2020 8:08:51 AM"
"721",288664,"11/1/2001 12:00:00 AM","Calgary International","International",29486,"8/25/2020 8:08:51 AM"
"722",288665,"12/1/2001 12:00:00 AM","Edmonton International","Domestic",265421,"8/25/2020 8:08:51 AM"
"723",288666,"12/1/2001 12:00:00 AM","Edmonton International","International",9471,"8/25/2020 8:08:51 AM"
"724",288667,"12/1/2001 12:00:00 AM","Edmonton International","Transborder",26146,"8/25/2020 8:08:51 AM"
"725",288668,"12/1/2001 12:00:00 AM","Calgary International","Domestic",457587,"8/25/2020 8:08:51 AM"
"726",288669,"12/1/2001 12:00:00 AM","Calgary International","Transborder",113207,"8/25/2020 8:08:51 AM"
"727",288670,"12/1/2001 12:00:00 AM","Calgary International","International",36650,"8/25/2020 8:08:51 AM"
"728",288671,"1/1/2002 12:00:00 AM","Edmonton International","Domestic",251312,"8/25/2020 8:08:51 AM"
"729",288672,"1/1/2002 12:00:00 AM","Edmonton International","International",14026,"8/25/2020 8:08:51 AM"
"730",288673,"1/1/2002 12:00:00 AM","Edmonton International","Transborder",26539,"8/25/2020 8:08:51 AM"
"731",288674,"1/1/2002 12:00:00 AM","Calgary International","Domestic",407434,"8/25/2020 8:08:51 AM"
"732",288675,"1/1/2002 12:00:00 AM","Calgary International","Transborder",121061,"8/25/2020 8:08:51 AM"
"733",288676,"1/1/2002 12:00:00 AM","Calgary International","International",55712,"8/25/2020 8:08:51 AM"
"734",288677,"2/1/2002 12:00:00 AM","Edmonton International","Domestic",244925,"8/25/2020 8:08:51 AM"
"735",288678,"2/1/2002 12:00:00 AM","Edmonton International","International",13155,"8/25/2020 8:08:51 AM"
"736",288679,"2/1/2002 12:00:00 AM","Edmonton International","Transborder",27521,"8/25/2020 8:08:51 AM"
"737",288680,"2/1/2002 12:00:00 AM","Calgary International","Domestic",419637,"8/25/2020 8:08:51 AM"
"738",288681,"2/1/2002 12:00:00 AM","Calgary International","Transborder",119305,"8/25/2020 8:08:51 AM"
"739",288682,"2/1/2002 12:00:00 AM","Calgary International","International",51760,"8/25/2020 8:08:51 AM"
"740",288683,"3/1/2002 12:00:00 AM","Edmonton International","Domestic",273494,"8/25/2020 8:08:51 AM"
"741",288684,"3/1/2002 12:00:00 AM","Edmonton International","International",12319,"8/25/2020 8:08:51 AM"
"742",288685,"3/1/2002 12:00:00 AM","Edmonton International","Transborder",29616,"8/25/2020 8:08:51 AM"
"743",288686,"3/1/2002 12:00:00 AM","Calgary International","Domestic",442247,"8/25/2020 8:08:51 AM"
"744",288687,"3/1/2002 12:00:00 AM","Calgary International","Transborder",149432,"8/25/2020 8:08:51 AM"
"745",288688,"3/1/2002 12:00:00 AM","Calgary International","International",61059,"8/25/2020 8:08:51 AM"
"746",288689,"4/1/2002 12:00:00 AM","Edmonton International","Domestic",262600,"8/25/2020 8:08:51 AM"
"747",288690,"4/1/2002 12:00:00 AM","Edmonton International","International",6023,"8/25/2020 8:08:51 AM"
"748",288691,"4/1/2002 12:00:00 AM","Edmonton International","Transborder",28107,"8/25/2020 8:08:51 AM"
"749",288692,"4/1/2002 12:00:00 AM","Calgary International","Domestic",437705,"8/25/2020 8:08:51 AM"
"750",288693,"4/1/2002 12:00:00 AM","Calgary International","Transborder",120304,"8/25/2020 8:08:51 AM"
"751",288694,"4/1/2002 12:00:00 AM","Calgary International","International",48996,"8/25/2020 8:08:51 AM"
"752",288695,"5/1/2002 12:00:00 AM","Edmonton International","Domestic",277858,"8/25/2020 8:08:51 AM"
"753",288696,"5/1/2002 12:00:00 AM","Edmonton International","International",2169,"8/25/2020 8:08:51 AM"
"754",288697,"5/1/2002 12:00:00 AM","Edmonton International","Transborder",31893,"8/25/2020 8:08:51 AM"
"755",288698,"5/1/2002 12:00:00 AM","Calgary International","Domestic",475070,"8/25/2020 8:08:51 AM"
"756",288699,"5/1/2002 12:00:00 AM","Calgary International","Transborder",115263,"8/25/2020 8:08:51 AM"
"757",288700,"5/1/2002 12:00:00 AM","Calgary International","International",53714,"8/25/2020 8:08:51 AM"
"758",288701,"6/1/2002 12:00:00 AM","Edmonton International","Domestic",277933,"8/25/2020 8:08:51 AM"
"759",288702,"6/1/2002 12:00:00 AM","Edmonton International","International",3891,"8/25/2020 8:08:51 AM"
"760",288703,"6/1/2002 12:00:00 AM","Edmonton International","Transborder",31684,"8/25/2020 8:08:51 AM"
"761",288704,"6/1/2002 12:00:00 AM","Calgary International","Domestic",474295,"8/25/2020 8:08:51 AM"
"762",288705,"6/1/2002 12:00:00 AM","Calgary International","Transborder",126102,"8/25/2020 8:08:51 AM"
"763",288706,"6/1/2002 12:00:00 AM","Calgary International","International",59715,"8/25/2020 8:08:51 AM"
"764",288707,"7/1/2002 12:00:00 AM","Edmonton International","Domestic",313320,"8/25/2020 8:08:51 AM"
"765",288708,"7/1/2002 12:00:00 AM","Edmonton International","International",4688,"8/25/2020 8:08:51 AM"
"766",288709,"7/1/2002 12:00:00 AM","Edmonton International","Transborder",37867,"8/25/2020 8:08:51 AM"
"767",288710,"7/1/2002 12:00:00 AM","Calgary International","Domestic",546128,"8/25/2020 8:08:51 AM"
"768",288711,"7/1/2002 12:00:00 AM","Calgary International","Transborder",176781,"8/25/2020 8:08:51 AM"
"769",288712,"7/1/2002 12:00:00 AM","Calgary International","International",57331,"8/25/2020 8:08:51 AM"
"770",288713,"8/1/2002 12:00:00 AM","Edmonton International","Domestic",339482,"8/25/2020 8:08:51 AM"
"771",288714,"8/1/2002 12:00:00 AM","Edmonton International","International",4756,"8/25/2020 8:08:51 AM"
"772",288715,"8/1/2002 12:00:00 AM","Edmonton International","Transborder",41174,"8/25/2020 8:08:51 AM"
"773",288716,"8/1/2002 12:00:00 AM","Calgary International","Domestic",573977,"8/25/2020 8:08:51 AM"
"774",288717,"8/1/2002 12:00:00 AM","Calgary International","Transborder",185940,"8/25/2020 8:08:51 AM"
"775",288718,"8/1/2002 12:00:00 AM","Calgary International","International",61567,"8/25/2020 8:08:51 AM"
"776",288719,"9/1/2002 12:00:00 AM","Edmonton International","Domestic",256519,"8/25/2020 8:08:51 AM"
"777",288720,"9/1/2002 12:00:00 AM","Edmonton International","International",2941,"8/25/2020 8:08:51 AM"
"778",288721,"9/1/2002 12:00:00 AM","Edmonton International","Transborder",32447,"8/25/2020 8:08:51 AM"
"779",288722,"9/1/2002 12:00:00 AM","Calgary International","Domestic",491377,"8/25/2020 8:08:51 AM"
"780",288723,"9/1/2002 12:00:00 AM","Calgary International","Transborder",140696,"8/25/2020 8:08:51 AM"
"781",288724,"9/1/2002 12:00:00 AM","Calgary International","International",50405,"8/25/2020 8:08:51 AM"
"782",288725,"10/1/2002 12:00:00 AM","Edmonton International","Domestic",265298,"8/25/2020 8:08:51 AM"
"783",288726,"10/1/2002 12:00:00 AM","Edmonton International","International",2117,"8/25/2020 8:08:51 AM"
"784",288727,"10/1/2002 12:00:00 AM","Edmonton International","Transborder",32668,"8/25/2020 8:08:51 AM"
"785",288728,"10/1/2002 12:00:00 AM","Calgary International","Domestic",512241,"8/25/2020 8:08:51 AM"
"786",288729,"10/1/2002 12:00:00 AM","Calgary International","Transborder",124978,"8/25/2020 8:08:51 AM"
"787",288730,"10/1/2002 12:00:00 AM","Calgary International","International",45043,"8/25/2020 8:08:51 AM"
"788",288731,"11/1/2002 12:00:00 AM","Edmonton International","Domestic",249770,"8/25/2020 8:08:51 AM"
"789",288732,"11/1/2002 12:00:00 AM","Edmonton International","International",9627,"8/25/2020 8:08:51 AM"
"790",288733,"11/1/2002 12:00:00 AM","Edmonton International","Transborder",32826,"8/25/2020 8:08:51 AM"
"791",288734,"11/1/2002 12:00:00 AM","Calgary International","Domestic",408322,"8/25/2020 8:08:51 AM"
"792",288735,"11/1/2002 12:00:00 AM","Calgary International","Transborder",93579,"8/25/2020 8:08:51 AM"
"793",288736,"11/1/2002 12:00:00 AM","Calgary International","International",28571,"8/25/2020 8:08:51 AM"
