"","Id","When","Type","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"172",41380,"10/1/1988 12:00:00 AM","NetInternationalMigration",2706,6363,56612,743,105,124,243,34968,5,11340,19,"6/18/2020 8:36:01 AM"
"173",41381,"1/1/1989 12:00:00 AM","NetInternationalMigration",3900,6894,72195,1123,244,162,520,46336,43,12410,534,"6/18/2020 8:36:01 AM"
"174",41382,"4/1/1989 12:00:00 AM","NetInternationalMigration",3548,8601,74206,1678,95,168,397,47007,26,12052,518,"6/18/2020 8:36:01 AM"
"175",41383,"7/1/1989 12:00:00 AM","NetInternationalMigration",4191,9952,69808,1239,66,219,857,40604,77,11872,735,"6/18/2020 8:36:01 AM"
"176",41384,"10/1/1989 12:00:00 AM","NetInternationalMigration",2282,5595,15957,862,-29,146,88,6236,-2,875,-107,"6/18/2020 8:36:01 AM"
"177",41385,"1/1/1990 12:00:00 AM","NetInternationalMigration",4370,6794,56362,1419,149,394,360,32432,10,9759,644,"6/18/2020 8:36:01 AM"
"178",41386,"4/1/1990 12:00:00 AM","NetInternationalMigration",4657,7904,64225,2001,-23,77,137,38192,62,10567,544,"6/18/2020 8:36:01 AM"
"179",41387,"7/1/1990 12:00:00 AM","NetInternationalMigration",3739,9232,58512,1229,91,-122,455,31581,34,11518,717,"6/18/2020 8:36:01 AM"
"180",41388,"10/1/1990 12:00:00 AM","NetInternationalMigration",1879,4655,1363,1035,-61,32,4,-4425,54,-1771,-7,"6/18/2020 8:36:01 AM"
"181",41389,"1/1/1991 12:00:00 AM","NetInternationalMigration",639,3243,27372,1041,-96,422,-233,13087,-3,8867,370,"6/18/2020 8:36:01 AM"
"182",41390,"4/1/1991 12:00:00 AM","NetInternationalMigration",2068,6853,52798,1758,24,611,25,26589,-4,14238,578,"6/18/2020 8:36:01 AM"
"183",41391,"7/1/1991 12:00:00 AM","NetInternationalMigration",1086,6128,38504,739,24,196,443,21469,75,7834,438,"6/18/2020 8:36:01 AM"
"184",41392,"10/1/1991 12:00:00 AM","NetInternationalMigration",614,5050,16045,201,-23,171,-183,9533,-22,967,-221,"6/18/2020 8:36:01 AM"
"185",41393,"1/1/1992 12:00:00 AM","NetInternationalMigration",2588,6765,47191,490,80,275,301,26498,8,9781,414,"6/18/2020 8:36:01 AM"
"186",41394,"4/1/1992 12:00:00 AM","NetInternationalMigration",3149,8598,50147,1103,-56,168,350,28061,31,8160,524,"6/18/2020 8:36:01 AM"
"187",41395,"7/1/1992 12:00:00 AM","NetInternationalMigration",2008,8632,54050,802,-66,338,692,27897,110,13071,556,"6/18/2020 8:36:01 AM"
"188",41396,"10/1/1992 12:00:00 AM","NetInternationalMigration",1255,5482,22814,440,-182,1870,75,7739,-61,6410,-162,"6/18/2020 8:36:01 AM"
"189",41397,"1/1/1993 12:00:00 AM","NetInternationalMigration",2185,6716,32615,629,78,-195,470,15514,30,6852,344,"6/18/2020 8:36:01 AM"
"190",41398,"4/1/1993 12:00:00 AM","NetInternationalMigration",2595,9039,37768,1153,-124,-131,343,18819,15,5548,410,"6/18/2020 8:36:01 AM"
"191",41399,"7/1/1993 12:00:00 AM","NetInternationalMigration",2650,12074,56214,796,141,-389,1166,28433,73,10779,467,"6/18/2020 8:36:01 AM"
"192",41400,"10/1/1993 12:00:00 AM","NetInternationalMigration",726,6850,16208,148,-63,-300,152,4826,25,4012,-160,"6/18/2020 8:36:01 AM"
"193",41401,"1/1/1994 12:00:00 AM","NetInternationalMigration",2268,10396,39922,675,54,-329,531,20587,-1,5388,327,"6/18/2020 8:36:01 AM"
"194",41402,"4/1/1994 12:00:00 AM","NetInternationalMigration",3259,11493,47976,999,-31,-178,447,26885,32,4757,189,"6/18/2020 8:36:01 AM"
"195",41403,"7/1/1994 12:00:00 AM","NetInternationalMigration",2560,14664,51161,309,-38,-28,1091,26533,51,5585,380,"6/18/2020 8:36:01 AM"
"196",41404,"10/1/1994 12:00:00 AM","NetInternationalMigration",1065,6114,13154,184,-108,-306,112,3534,26,2495,75,"6/18/2020 8:36:01 AM"
"197",41405,"1/1/1995 12:00:00 AM","NetInternationalMigration",2817,10072,39457,675,112,20,597,19777,35,4914,350,"6/18/2020 8:36:01 AM"
"198",41406,"4/1/1995 12:00:00 AM","NetInternationalMigration",2949,11794,49388,826,-80,-124,509,26936,66,5917,521,"6/18/2020 8:36:01 AM"
"199",41407,"7/1/1995 12:00:00 AM","NetInternationalMigration",2032,12372,50647,368,139,-204,1232,26386,81,7998,238,"6/18/2020 8:36:01 AM"
"200",41408,"10/1/1995 12:00:00 AM","NetInternationalMigration",989,9406,22300,187,42,-124,256,6923,4,4650,3,"6/18/2020 8:36:01 AM"
"201",41409,"1/1/1996 12:00:00 AM","NetInternationalMigration",2274,12989,39322,658,97,3,496,17319,38,5138,280,"6/18/2020 8:36:01 AM"
"202",41410,"4/1/1996 12:00:00 AM","NetInternationalMigration",3656,12585,55277,989,62,45,736,30419,93,5977,597,"6/18/2020 8:36:01 AM"
"203",41411,"7/1/1996 12:00:00 AM","NetInternationalMigration",2848,13401,55758,325,256,112,1202,30539,88,6557,410,"6/18/2020 8:36:01 AM"
"204",41412,"10/1/1996 12:00:00 AM","NetInternationalMigration",370,8642,16196,300,-30,-172,-15,5347,-7,2121,-335,"6/18/2020 8:36:01 AM"
"205",41413,"1/1/1997 12:00:00 AM","NetInternationalMigration",2449,12379,43080,574,138,32,521,22972,-17,3793,219,"6/18/2020 8:36:01 AM"
"206",41414,"4/1/1997 12:00:00 AM","NetInternationalMigration",2472,11380,50582,1016,67,288,635,30257,30,3926,429,"6/18/2020 8:36:01 AM"
"207",41415,"7/1/1997 12:00:00 AM","NetInternationalMigration",1723,9783,51541,424,224,-9,865,32217,6,6051,262,"6/18/2020 8:36:01 AM"
"208",41416,"10/1/1997 12:00:00 AM","NetInternationalMigration",508,4776,8819,125,-43,-276,145,2313,-39,1432,-86,"6/18/2020 8:36:01 AM"
"209",41417,"1/1/1998 12:00:00 AM","NetInternationalMigration",1644,6546,32449,396,90,37,660,18528,4,4246,250,"6/18/2020 8:36:01 AM"
"210",41418,"4/1/1998 12:00:00 AM","NetInternationalMigration",2020,6877,38959,644,36,38,352,25122,53,3478,292,"6/18/2020 8:36:01 AM"
"211",41419,"7/1/1998 12:00:00 AM","NetInternationalMigration",1605,6656,40047,226,271,145,852,23254,17,6835,210,"6/18/2020 8:36:01 AM"
"212",41420,"10/1/1998 12:00:00 AM","NetInternationalMigration",591,4301,5808,154,32,7,-425,-1024,-4,2462,-259,"6/18/2020 8:36:01 AM"
"213",41421,"1/1/1999 12:00:00 AM","NetInternationalMigration",2105,7247,36381,621,204,118,263,20450,11,5033,312,"6/18/2020 8:36:01 AM"
"214",41422,"4/1/1999 12:00:00 AM","NetInternationalMigration",3160,8851,53191,1317,184,381,1100,31203,125,6179,635,"6/18/2020 8:36:01 AM"
"215",41423,"7/1/1999 12:00:00 AM","NetInternationalMigration",2422,8435,55769,842,220,-37,1523,34101,10,8002,232,"6/18/2020 8:36:01 AM"
"216",41424,"10/1/1999 12:00:00 AM","NetInternationalMigration",414,4111,12674,427,65,70,-1520,5794,8,3481,-135,"6/18/2020 8:36:01 AM"
"217",41425,"1/1/2000 12:00:00 AM","NetInternationalMigration",2514,8157,47030,829,173,118,141,28537,-13,6334,174,"6/18/2020 8:36:01 AM"
"218",41426,"4/1/2000 12:00:00 AM","NetInternationalMigration",3018,6967,59296,1325,-6,201,252,40053,30,7049,341,"6/18/2020 8:36:01 AM"
"219",41427,"7/1/2000 12:00:00 AM","NetInternationalMigration",2926,8073,68775,1115,308,132,535,45980,74,9435,217,"6/18/2020 8:36:01 AM"
"220",41428,"10/1/2000 12:00:00 AM","NetInternationalMigration",1157,6069,23652,542,-138,-292,-99,13237,-9,3263,-79,"6/18/2020 8:36:01 AM"
"221",41429,"1/1/2001 12:00:00 AM","NetInternationalMigration",4105,9596,65652,1081,249,-1,425,41564,41,8287,279,"6/18/2020 8:36:01 AM"
"222",41430,"4/1/2001 12:00:00 AM","NetInternationalMigration",4617,10538,78621,1326,51,174,270,50602,10,10661,275,"6/18/2020 8:36:01 AM"
"223",41431,"7/1/2001 12:00:00 AM","NetInternationalMigration",3895,10011,75870,935,185,-237,591,48527,16,11651,267,"6/18/2020 8:36:01 AM"
"224",41432,"10/1/2001 12:00:00 AM","NetInternationalMigration",1506,4072,18330,571,-106,-53,128,8640,-19,3576,72,"6/18/2020 8:36:01 AM"
"225",41433,"1/1/2002 12:00:00 AM","NetInternationalMigration",3781,10407,65026,1130,251,66,625,38379,11,9785,540,"6/18/2020 8:36:01 AM"
"226",41434,"4/1/2002 12:00:00 AM","NetInternationalMigration",4983,8707,78709,1712,70,173,603,51040,35,10912,407,"6/18/2020 8:36:01 AM"
"227",41435,"7/1/2002 12:00:00 AM","NetInternationalMigration",2811,7157,60125,1018,347,199,344,36992,11,10956,306,"6/18/2020 8:36:01 AM"
"228",41436,"10/1/2002 12:00:00 AM","NetInternationalMigration",1112,2304,8640,557,-44,-178,-383,2907,-18,2373,63,"6/18/2020 8:36:01 AM"
"229",41437,"1/1/2003 12:00:00 AM","NetInternationalMigration",3201,6899,50768,1135,117,-79,92,30248,10,8771,318,"6/18/2020 8:36:01 AM"
"230",41438,"4/1/2003 12:00:00 AM","NetInternationalMigration",4001,9015,64216,1972,104,71,419,37494,21,10688,363,"6/18/2020 8:36:01 AM"
"231",41439,"7/1/2003 12:00:00 AM","NetInternationalMigration",3095,6993,60012,1690,357,88,644,35591,66,11153,341,"6/18/2020 8:36:01 AM"
"232",41440,"10/1/2003 12:00:00 AM","NetInternationalMigration",2484,4855,19420,1410,48,14,-71,6679,-38,3762,243,"6/18/2020 8:36:01 AM"
"233",41441,"1/1/2004 12:00:00 AM","NetInternationalMigration",3334,6852,50034,1466,138,-43,299,28182,50,9232,451,"6/18/2020 8:36:01 AM"
"234",41442,"4/1/2004 12:00:00 AM","NetInternationalMigration",3940,6554,64662,2354,33,259,536,37413,51,12810,634,"6/18/2020 8:36:01 AM"
"235",41443,"7/1/2004 12:00:00 AM","NetInternationalMigration",4341,9700,65711,2085,310,-35,431,36143,66,12210,488,"6/18/2020 8:36:01 AM"
"236",41444,"10/1/2004 12:00:00 AM","NetInternationalMigration",2546,4909,14557,1205,36,-151,-370,2499,67,3743,113,"6/18/2020 8:36:01 AM"
"237",41445,"1/1/2005 12:00:00 AM","NetInternationalMigration",3816,9270,48731,1436,197,131,70,25427,45,7701,626,"6/18/2020 8:36:01 AM"
"238",41446,"4/1/2005 12:00:00 AM","NetInternationalMigration",5439,10279,71155,2315,22,238,105,40091,98,11869,662,"6/18/2020 8:36:01 AM"
"239",41447,"7/1/2005 12:00:00 AM","NetInternationalMigration",5948,12888,74917,1918,299,18,897,40182,92,12155,529,"6/18/2020 8:36:01 AM"
"240",41448,"10/1/2005 12:00:00 AM","NetInternationalMigration",3331,5962,18160,1318,-21,-280,-75,3992,12,3760,168,"6/18/2020 8:36:01 AM"
"241",41449,"1/1/2006 12:00:00 AM","NetInternationalMigration",5062,9360,51839,1991,190,48,352,25569,69,8735,432,"6/18/2020 8:36:01 AM"
"242",41450,"4/1/2006 12:00:00 AM","NetInternationalMigration",6848,9879,71177,2813,206,114,661,36549,159,13229,607,"6/18/2020 8:36:01 AM"
"243",41451,"7/1/2006 12:00:00 AM","NetInternationalMigration",8206,11901,76801,2754,712,149,763,36912,326,14433,653,"6/18/2020 8:36:01 AM"
"244",41452,"10/1/2006 12:00:00 AM","NetInternationalMigration",4684,3530,16678,1777,200,84,273,2108,101,3534,467,"6/18/2020 8:36:01 AM"
"245",41453,"1/1/2007 12:00:00 AM","NetInternationalMigration",6927,8842,52520,2425,496,80,438,22480,188,9844,780,"6/18/2020 8:36:01 AM"
"246",41454,"4/1/2007 12:00:00 AM","NetInternationalMigration",10654,8990,73750,3849,393,172,548,33135,228,14406,1215,"6/18/2020 8:36:01 AM"
"247",41455,"7/1/2007 12:00:00 AM","NetInternationalMigration",9057,13564,78023,2952,603,179,1027,35569,523,13067,1427,"6/18/2020 8:36:01 AM"
"248",41456,"10/1/2007 12:00:00 AM","NetInternationalMigration",6242,4318,24964,2097,191,21,284,4583,175,6516,699,"6/18/2020 8:36:01 AM"
"249",41457,"1/1/2008 12:00:00 AM","NetInternationalMigration",7914,10126,56850,1996,491,240,558,23935,343,9902,1269,"6/18/2020 8:36:01 AM"
"250",41458,"4/1/2008 12:00:00 AM","NetInternationalMigration",13119,14065,90156,3958,547,236,802,38284,443,16666,1832,"6/18/2020 8:36:01 AM"
"251",41459,"7/1/2008 12:00:00 AM","NetInternationalMigration",12190,17050,87811,2942,926,296,1352,35368,683,15224,1744,"6/18/2020 8:36:01 AM"
"252",41460,"10/1/2008 12:00:00 AM","NetInternationalMigration",8162,8437,31421,2226,327,-92,386,4495,115,5837,1558,"6/18/2020 8:36:01 AM"
"253",41461,"1/1/2009 12:00:00 AM","NetInternationalMigration",9011,12025,63587,2707,718,-69,612,23786,326,12359,2009,"6/18/2020 8:36:01 AM"
"254",41462,"4/1/2009 12:00:00 AM","NetInternationalMigration",9647,10909,86365,4557,543,365,822,36576,792,19382,2656,"6/18/2020 8:36:01 AM"
"255",41463,"7/1/2009 12:00:00 AM","NetInternationalMigration",8347,16418,90190,3453,624,500,1664,39224,677,16725,2468,"6/18/2020 8:36:01 AM"
"256",41464,"10/1/2009 12:00:00 AM","NetInternationalMigration",3173,7423,26881,2357,86,56,148,5775,198,6379,1320,"6/18/2020 8:36:01 AM"
"257",41465,"1/1/2010 12:00:00 AM","NetInternationalMigration",5308,10719,59662,2621,375,98,660,25981,346,11825,1523,"6/18/2020 8:36:01 AM"
"258",41466,"4/1/2010 12:00:00 AM","NetInternationalMigration",8000,9010,86017,4457,629,306,987,40775,687,18584,2371,"6/18/2020 8:36:01 AM"
"259",41467,"7/1/2010 12:00:00 AM","NetInternationalMigration",6866,15321,93066,4522,973,379,1872,43366,1289,15724,2623,"6/18/2020 8:36:01 AM"
"260",41468,"10/1/2010 12:00:00 AM","NetInternationalMigration",-1087,-2333,11677,2764,288,-135,45,5567,367,5130,1123,"6/18/2020 8:36:01 AM"
"261",41469,"1/1/2011 12:00:00 AM","NetInternationalMigration",4413,5799,47197,2891,301,136,494,20814,382,10442,1495,"6/18/2020 8:36:01 AM"
"262",41470,"4/1/2011 12:00:00 AM","NetInternationalMigration",9452,8287,79041,4649,668,464,619,32037,681,19302,2725,"6/18/2020 8:36:01 AM"
"263",41471,"7/1/2011 12:00:00 AM","NetInternationalMigration",8672,14819,80755,4348,658,411,1118,34959,610,11989,3126,"6/18/2020 8:36:01 AM"
"264",41472,"10/1/2011 12:00:00 AM","NetInternationalMigration",7802,2787,33633,3832,475,115,531,8009,257,6684,3133,"6/18/2020 8:36:01 AM"
"265",41473,"1/1/2012 12:00:00 AM","NetInternationalMigration",7732,7116,54819,3154,492,154,679,20478,234,11620,3016,"6/18/2020 8:36:01 AM"
"266",41474,"4/1/2012 12:00:00 AM","NetInternationalMigration",12707,11029,91357,4040,744,580,675,36502,480,20808,3653,"6/18/2020 8:36:01 AM"
"267",41475,"7/1/2012 12:00:00 AM","NetInternationalMigration",9437,15456,84505,3724,707,462,878,35163,389,14761,3454,"6/18/2020 8:36:01 AM"
"268",41476,"10/1/2012 12:00:00 AM","NetInternationalMigration",7466,1294,22909,3243,308,50,279,3666,144,4185,2323,"6/18/2020 8:36:01 AM"
"269",41477,"1/1/2013 12:00:00 AM","NetInternationalMigration",11990,6839,57829,2843,204,103,307,22279,-2,10397,2813,"6/18/2020 8:36:01 AM"
"270",41478,"4/1/2013 12:00:00 AM","NetInternationalMigration",17111,10260,95577,4276,621,138,371,37527,382,20860,3816,"6/18/2020 8:36:01 AM"
"271",41479,"7/1/2013 12:00:00 AM","NetInternationalMigration",13225,18153,92630,3720,803,1026,1075,37644,360,13455,3009,"6/18/2020 8:36:01 AM"
"272",41480,"10/1/2013 12:00:00 AM","NetInternationalMigration",8540,129,14536,3284,381,12,206,-1854,235,1044,2589,"6/18/2020 8:36:01 AM"
"273",41481,"1/1/2014 12:00:00 AM","NetInternationalMigration",10157,9134,54806,3622,294,-292,556,18958,350,9257,2678,"6/18/2020 8:36:01 AM"
"274",41482,"4/1/2014 12:00:00 AM","NetInternationalMigration",12108,9376,85318,5313,820,470,414,32870,607,19723,3465,"6/18/2020 8:36:01 AM"
"275",41483,"7/1/2014 12:00:00 AM","NetInternationalMigration",8921,16309,85569,4701,1192,536,981,33332,595,16008,2882,"6/18/2020 8:36:01 AM"
"276",41484,"10/1/2014 12:00:00 AM","NetInternationalMigration",2122,-2641,-3383,3010,155,63,179,-7483,133,-438,1567,"6/18/2020 8:36:01 AM"
"277",41485,"1/1/2015 12:00:00 AM","NetInternationalMigration",852,1378,24011,2663,84,-78,429,11867,190,5084,1496,"6/18/2020 8:36:01 AM"
"278",41486,"4/1/2015 12:00:00 AM","NetInternationalMigration",3960,4160,64157,4453,662,266,857,30350,560,15759,2965,"6/18/2020 8:36:01 AM"
"279",41487,"7/1/2015 12:00:00 AM","NetInternationalMigration",9762,10993,84757,5016,960,539,2139,37316,496,13590,3750,"6/18/2020 8:36:01 AM"
"280",41488,"10/1/2015 12:00:00 AM","NetInternationalMigration",7501,-2472,27002,4541,636,302,602,8277,391,4602,2605,"6/18/2020 8:36:01 AM"
"281",41489,"1/1/2016 12:00:00 AM","NetInternationalMigration",11462,8393,82640,4921,1663,387,2294,36451,538,12462,4012,"6/18/2020 8:36:01 AM"
"282",41490,"4/1/2016 12:00:00 AM","NetInternationalMigration",12579,13005,109648,6618,1621,603,2215,44823,1157,21953,4840,"6/18/2020 8:36:01 AM"
"283",41491,"7/1/2016 12:00:00 AM","NetInternationalMigration",9673,14432,109262,6275,1412,919,2774,49331,1082,18441,4765,"6/18/2020 8:36:01 AM"
"284",41492,"10/1/2016 12:00:00 AM","NetInternationalMigration",5737,535,32703,3636,252,-159,46,16058,165,3965,2451,"6/18/2020 8:36:01 AM"
"285",41493,"1/1/2017 12:00:00 AM","NetInternationalMigration",7195,9305,68735,4015,439,69,1144,29547,593,13254,3053,"6/18/2020 8:36:01 AM"
"286",41494,"4/1/2017 12:00:00 AM","NetInternationalMigration",10549,15217,117916,6130,1675,298,1935,50255,1115,26014,4430,"6/18/2020 8:36:01 AM"
"287",41495,"7/1/2017 12:00:00 AM","NetInternationalMigration",10173,20046,136250,5867,1668,828,2792,61892,1077,26771,4951,"6/18/2020 8:36:01 AM"
"288",41496,"10/1/2017 12:00:00 AM","NetInternationalMigration",5472,6333,53822,3926,277,-137,222,26856,296,8263,2244,"6/18/2020 8:36:01 AM"
"289",41497,"1/1/2018 12:00:00 AM","NetInternationalMigration",6981,12117,88195,3280,782,119,1333,45372,605,14642,2882,"6/18/2020 8:36:01 AM"
"290",41498,"4/1/2018 12:00:00 AM","NetInternationalMigration",9980,18207,140006,6404,2010,329,3087,65481,936,28852,4507,"6/18/2020 8:36:01 AM"
"291",41499,"7/1/2018 12:00:00 AM","NetInternationalMigration",11404,23664,147185,5628,2418,768,4089,67447,1556,24684,5395,"6/18/2020 8:36:01 AM"
"292",41500,"10/1/2018 12:00:00 AM","NetInternationalMigration",6841,3518,53747,4102,582,220,526,25462,113,9399,2947,"6/18/2020 8:36:01 AM"
"293",41501,"1/1/2019 12:00:00 AM","NetInternationalMigration",7191,12604,82495,3223,1050,307,1796,36342,554,16865,2535,"6/18/2020 8:36:01 AM"
"294",41502,"4/1/2019 12:00:00 AM","NetInternationalMigration",12482,19207,153262,6245,2507,538,3662,70387,1012,32534,4510,"6/18/2020 8:36:01 AM"
"295",41503,"7/1/2019 12:00:00 AM","NetInternationalMigration",14237,29698,173601,5763,3223,1090,4373,76996,1559,30585,5898,"6/18/2020 8:36:01 AM"
"296",41504,"10/1/2019 12:00:00 AM","NetInternationalMigration",9763,2932,78663,4087,671,241,699,44512,470,11345,3810,"6/18/2020 8:36:01 AM"
"297",41505,"1/1/2020 12:00:00 AM","NetInternationalMigration",6203,6024,62727,2332,948,142,1222,30240,408,12676,2538,"6/18/2020 8:36:01 AM"
"298",41506,"7/1/1961 12:00:00 AM","NetInterprovincialMigration",1345,117,0,-10,-1580,29,-511,-1137,696,2261,-1393,"6/18/2020 8:36:01 AM"
"299",41507,"10/1/1961 12:00:00 AM","NetInterprovincialMigration",4112,1369,0,-30,-1214,-240,-754,2564,128,-1101,-4821,"6/18/2020 8:36:01 AM"
"300",41508,"1/1/1962 12:00:00 AM","NetInterprovincialMigration",106,603,0,-303,-237,-214,-260,1366,-68,1270,-2230,"6/18/2020 8:36:01 AM"
"301",41509,"4/1/1962 12:00:00 AM","NetInterprovincialMigration",1453,256,0,-256,-604,-119,-632,1295,248,148,-1639,"6/18/2020 8:36:01 AM"
"302",41510,"7/1/1962 12:00:00 AM","NetInterprovincialMigration",1887,2512,0,-1096,-1772,-758,-813,1954,-518,2119,-3561,"6/18/2020 8:36:01 AM"
"303",41511,"10/1/1962 12:00:00 AM","NetInterprovincialMigration",2402,4134,0,478,-1943,-529,-2744,4810,-285,-378,-5544,"6/18/2020 8:36:01 AM"
"304",41512,"1/1/1963 12:00:00 AM","NetInterprovincialMigration",-229,1390,0,78,-629,-290,-791,3600,-56,-1331,-1454,"6/18/2020 8:36:01 AM"
"305",41513,"4/1/1963 12:00:00 AM","NetInterprovincialMigration",862,755,0,-480,-1712,-87,-1087,5536,179,-2885,-999,"6/18/2020 8:36:01 AM"
"306",41514,"7/1/1963 12:00:00 AM","NetInterprovincialMigration",503,4055,0,-1365,-2163,-982,-1417,4247,-62,-854,-1971,"6/18/2020 8:36:01 AM"
"307",41515,"10/1/1963 12:00:00 AM","NetInterprovincialMigration",-969,5663,0,-853,-2595,-1327,-1985,6978,-447,-1507,-2477,"6/18/2020 8:36:01 AM"
"308",41516,"1/1/1964 12:00:00 AM","NetInterprovincialMigration",-940,2463,0,-902,-646,-412,-783,2677,-151,-552,-595,"6/18/2020 8:36:01 AM"
"309",41517,"4/1/1964 12:00:00 AM","NetInterprovincialMigration",-1284,3473,0,-421,-812,-707,-787,3970,-25,-2913,-291,"6/18/2020 8:36:01 AM"
"310",41518,"7/1/1964 12:00:00 AM","NetInterprovincialMigration",-895,5632,0,-1875,-1868,-1703,-1651,6386,-317,-1883,-1095,"6/18/2020 8:36:01 AM"
"311",41519,"10/1/1964 12:00:00 AM","NetInterprovincialMigration",900,7043,0,-1812,-1651,-1675,-2550,4915,-725,-871,-3221,"6/18/2020 8:36:01 AM"
"312",41520,"1/1/1965 12:00:00 AM","NetInterprovincialMigration",-3451,4058,0,-1339,-639,-1277,-2705,7089,-425,-586,-481,"6/18/2020 8:36:01 AM"
"313",41521,"4/1/1965 12:00:00 AM","NetInterprovincialMigration",-1375,3620,0,-1911,-439,-499,-1091,5095,-192,-2474,-687,"6/18/2020 8:36:01 AM"
"314",41522,"7/1/1965 12:00:00 AM","NetInterprovincialMigration",-3668,10513,0,-4774,-1564,-1594,-2468,7563,-346,-1874,-1825,"6/18/2020 8:36:01 AM"
"315",41523,"10/1/1965 12:00:00 AM","NetInterprovincialMigration",-2521,12764,0,-2939,-1989,-1556,-2863,6382,-432,-2740,-3889,"6/18/2020 8:36:01 AM"
"316",41524,"1/1/1966 12:00:00 AM","NetInterprovincialMigration",-2124,5676,0,-2041,-1631,-1073,-986,6239,-336,-1801,-1565,"6/18/2020 8:36:01 AM"
"317",41525,"4/1/1966 12:00:00 AM","NetInterprovincialMigration",-1203,5825,0,-2680,-1042,-329,-608,6461,14,-5333,-1135,"6/18/2020 8:36:01 AM"
"318",41526,"7/1/1966 12:00:00 AM","NetInterprovincialMigration",-2164,13112,0,-6672,-2300,-1091,-3254,9991,-244,-4390,-3058,"6/18/2020 8:36:01 AM"
"319",41527,"10/1/1966 12:00:00 AM","NetInterprovincialMigration",574,11782,0,-3177,-1822,-2295,-1646,4858,-421,-3585,-4246,"6/18/2020 8:36:01 AM"
"320",41528,"1/1/1967 12:00:00 AM","NetInterprovincialMigration",936,2195,0,13,-608,-597,-725,3370,-143,-1684,-2461,"6/18/2020 8:36:01 AM"
"321",41529,"4/1/1967 12:00:00 AM","NetInterprovincialMigration",1308,930,0,-767,157,-141,282,3734,19,-4726,-777,"6/18/2020 8:36:01 AM"
"322",41530,"7/1/1967 12:00:00 AM","NetInterprovincialMigration",344,7094,0,-2902,-139,-1135,-1201,5656,-57,-5180,-2709,"6/18/2020 8:36:01 AM"
"323",41531,"10/1/1967 12:00:00 AM","NetInterprovincialMigration",3008,8750,0,-2588,-1011,-780,-258,-324,23,-3538,-3684,"6/18/2020 8:36:01 AM"
"324",41532,"1/1/1968 12:00:00 AM","NetInterprovincialMigration",1911,952,0,-1122,-125,-265,-645,2704,-128,-2560,-903,"6/18/2020 8:36:01 AM"
"325",41533,"4/1/1968 12:00:00 AM","NetInterprovincialMigration",1910,972,0,-127,176,-188,-75,5275,-18,-7467,-652,"6/18/2020 8:36:01 AM"
"326",41534,"7/1/1968 12:00:00 AM","NetInterprovincialMigration",1724,6132,0,-1616,234,98,245,-461,-66,-3929,-2422,"6/18/2020 8:36:01 AM"
"327",41535,"10/1/1968 12:00:00 AM","NetInterprovincialMigration",3768,8948,0,-2565,-2489,-512,-1011,4001,-275,-4524,-5575,"6/18/2020 8:36:01 AM"
"328",41536,"1/1/1969 12:00:00 AM","NetInterprovincialMigration",1026,2404,0,-970,-1116,-632,-127,4777,-179,-2791,-2700,"6/18/2020 8:36:01 AM"
"329",41537,"4/1/1969 12:00:00 AM","NetInterprovincialMigration",1468,3383,0,-1241,-853,-237,-110,7668,-122,-7219,-3227,"6/18/2020 8:36:01 AM"
"330",41538,"7/1/1969 12:00:00 AM","NetInterprovincialMigration",2494,6567,0,-3985,-2244,-2093,-1733,13777,-468,-5646,-6748,"6/18/2020 8:36:01 AM"
"331",41539,"10/1/1969 12:00:00 AM","NetInterprovincialMigration",1944,13549,0,-3331,-4378,-3000,-1180,18589,-635,-12712,-9284,"6/18/2020 8:36:01 AM"
"332",41540,"1/1/1970 12:00:00 AM","NetInterprovincialMigration",3417,3063,0,-249,-1129,-1851,-1263,13983,-342,-9977,-6111,"6/18/2020 8:36:01 AM"
"333",41541,"4/1/1970 12:00:00 AM","NetInterprovincialMigration",573,5977,0,-2363,262,-926,226,7167,-99,-6648,-4467,"6/18/2020 8:36:01 AM"
"334",41542,"7/1/1970 12:00:00 AM","NetInterprovincialMigration",2843,6680,0,-4189,-2010,-883,-1643,15926,162,-8499,-9176,"6/18/2020 8:36:01 AM"
"335",41543,"10/1/1970 12:00:00 AM","NetInterprovincialMigration",3065,6859,0,-906,504,-2290,-1287,17514,250,-16032,-8604,"6/18/2020 8:36:01 AM"
"336",41544,"1/1/1971 12:00:00 AM","NetInterprovincialMigration",1203,3058,0,-763,514,-108,-513,6433,-171,-6768,-3516,"6/18/2020 8:36:01 AM"
"337",41545,"4/1/1971 12:00:00 AM","NetInterprovincialMigration",-905,1683,0,-706,571,-193,-401,5895,-36,-4721,-1789,"6/18/2020 8:36:01 AM"
"338",41546,"7/1/1971 12:00:00 AM","NetInterprovincialMigration",2812,8731,0,-3214,494,1463,-390,1878,95,-6421,-6323,"6/18/2020 8:36:01 AM"
"339",41547,"10/1/1971 12:00:00 AM","NetInterprovincialMigration",-702,11562,0,-2568,219,-429,549,4374,-17,-7095,-6358,"6/18/2020 8:36:01 AM"
"340",41548,"1/1/1972 12:00:00 AM","NetInterprovincialMigration",1229,5179,0,-1361,472,-99,-1129,155,267,-1206,-3622,"6/18/2020 8:36:01 AM"
