"","Id","When","Type","Alberta","ModifiedDate"
"227",49815,"4/1/2013 12:00:00 AM","Non-Conventional Oil",8664912.2,"8/21/2020 1:25:18 PM"
"228",49816,"4/1/2013 12:00:00 AM","Natural Gas",8364788000,"8/21/2020 1:25:18 PM"
"229",49817,"5/1/2013 12:00:00 AM","Natural Gas",8526197000,"8/21/2020 1:25:18 PM"
"230",49818,"5/1/2013 12:00:00 AM","Non-Conventional Oil",7983656.4,"8/21/2020 1:25:18 PM"
"231",49819,"5/1/2013 12:00:00 AM","Conventional Oil",2955266.7,"8/21/2020 1:25:18 PM"
"232",49820,"6/1/2013 12:00:00 AM","Non-Conventional Oil",8635533.2,"8/21/2020 1:25:18 PM"
"233",49821,"6/1/2013 12:00:00 AM","Natural Gas",8083923000,"8/21/2020 1:25:18 PM"
"234",49822,"6/1/2013 12:00:00 AM","Conventional Oil",2790362.2,"8/21/2020 1:25:18 PM"
"235",49823,"7/1/2013 12:00:00 AM","Conventional Oil",2866765.6,"8/21/2020 1:25:18 PM"
"236",49824,"7/1/2013 12:00:00 AM","Non-Conventional Oil",9463548.1,"8/21/2020 1:25:18 PM"
"237",49825,"7/1/2013 12:00:00 AM","Natural Gas",8421280600,"8/21/2020 1:25:18 PM"
"238",49826,"8/1/2013 12:00:00 AM","Conventional Oil",2904370.2,"8/21/2020 1:25:18 PM"
"239",49827,"8/1/2013 12:00:00 AM","Natural Gas",8435552800,"8/21/2020 1:25:18 PM"
"240",49828,"8/1/2013 12:00:00 AM","Non-Conventional Oil",10341161.7,"8/21/2020 1:25:18 PM"
"241",49829,"9/1/2013 12:00:00 AM","Natural Gas",7980098100,"8/21/2020 1:25:18 PM"
"242",49830,"9/1/2013 12:00:00 AM","Conventional Oil",2790922.6,"8/21/2020 1:25:18 PM"
"243",49831,"9/1/2013 12:00:00 AM","Non-Conventional Oil",9431723.4,"8/21/2020 1:25:18 PM"
"244",49832,"10/1/2013 12:00:00 AM","Non-Conventional Oil",9978262.6,"8/21/2020 1:25:18 PM"
"245",49833,"10/1/2013 12:00:00 AM","Natural Gas",8453306300,"8/21/2020 1:25:18 PM"
"246",49834,"10/1/2013 12:00:00 AM","Conventional Oil",2944608.3,"8/21/2020 1:25:18 PM"
"247",49835,"11/1/2013 12:00:00 AM","Natural Gas",8178584100,"8/21/2020 1:25:18 PM"
"248",49836,"11/1/2013 12:00:00 AM","Non-Conventional Oil",10082113.1,"8/21/2020 1:25:18 PM"
"249",49837,"11/1/2013 12:00:00 AM","Conventional Oil",2876720.9,"8/21/2020 1:25:18 PM"
"250",49838,"12/1/2013 12:00:00 AM","Natural Gas",8461676700,"8/21/2020 1:25:18 PM"
