"","Id","When","DataType","NAICS","PrincipalStatistics","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"1579",267218,"7/1/2009 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4330420000,2711707000,NA,1237541000,1205812000,399251000,746459000,18751034000,106849000,10866847000,963229000,"8/14/2020 10:57:46 AM"
"1580",267219,"8/1/2009 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4441997000,2771060000,NA,1265023000,1308221000,453556000,747546000,18321591000,102356000,10444746000,853647000,"8/14/2020 10:57:46 AM"
"1581",267220,"9/1/2009 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4435332000,2812193000,NA,1289019000,1071812000,442242000,767615000,19048289000,107861000,10341800000,967927000,"8/14/2020 10:57:46 AM"
"1582",267221,"10/1/2009 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4414226000,2812325000,NA,1222830000,1124007000,401327000,753744000,18784796000,114513000,10701639000,853525000,"8/14/2020 10:57:46 AM"
"1583",267222,"11/1/2009 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4637880000,2813729000,NA,1223689000,1263692000,349741000,765188000,18924599000,104635000,10940037000,842307000,"8/14/2020 10:57:46 AM"
"1584",267223,"12/1/2009 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4578910000,2748147000,NA,1215319000,1429356000,385058000,731684000,19475767000,103882000,10870762000,879178000,"8/14/2020 10:57:46 AM"
"1585",267224,"1/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4678520000,2854310000,NA,1200243000,1426396000,340601000,775639000,19573589000,89803000,10967796000,865220000,"8/14/2020 10:57:46 AM"
"1586",267225,"2/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4822579000,2886741000,NA,1195023000,1414087000,223337000,743178000,19850904000,98193000,10846390000,901523000,"8/14/2020 10:57:46 AM"
"1587",267226,"3/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4808868000,2966634000,NA,1272658000,1434688000,320385000,791720000,19804795000,106821000,10911425000,936089000,"8/14/2020 10:57:46 AM"
"1588",267227,"4/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4808337000,2892873000,NA,1252591000,1513145000,440485000,796223000,20157495000,100783000,11121421000,951582000,"8/14/2020 10:57:46 AM"
"1589",267228,"5/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5015306000,3014390000,NA,1218671000,1417400000,460766000,791626000,20328658000,94354000,11261854000,907252000,"8/14/2020 10:57:46 AM"
"1590",267229,"6/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4888261000,3080948000,NA,1284788000,1424963000,474916000,800818000,20361279000,110402000,11129621000,903770000,"8/14/2020 10:57:46 AM"
"1591",267230,"7/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5026827000,2952536000,NA,1266834000,1419586000,415722000,783083000,20061299000,96824000,11017994000,876368000,"8/14/2020 10:57:46 AM"
"1592",267231,"8/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5067077000,2928913000,NA,1212935000,1385906000,417421000,790229000,20395027000,95121000,11131444000,897735000,"8/14/2020 10:57:46 AM"
"1593",267232,"9/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5144629000,2966853000,NA,1314244000,1449662000,468400000,792732000,20298913000,104070000,10938536000,883119000,"8/14/2020 10:57:46 AM"
"1594",267233,"10/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5178633000,2966619000,NA,1251549000,1430451000,520551000,810864000,20737329000,95526000,11031195000,902026000,"8/14/2020 10:57:46 AM"
"1595",267234,"11/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5176512000,2987097000,NA,1353090000,1319771000,542524000,853531000,19902428000,97609000,11107610000,925295000,"8/14/2020 10:57:46 AM"
"1596",267235,"12/1/2010 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5421460000,3077257000,NA,1360409000,1647379000,529925000,877878000,20480090000,106185000,10899318000,928038000,"8/14/2020 10:57:46 AM"
"1597",267236,"1/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5370118000,3131275000,NA,1371160000,1616323000,537577000,854437000,21614065000,93221000,11461743000,948208000,"8/14/2020 10:57:46 AM"
"1598",267237,"2/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5394230000,3081840000,NA,1360280000,1579695000,425834000,860351000,20987752000,99905000,11293230000,929156000,"8/14/2020 10:57:46 AM"
"1599",267238,"3/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5524534000,3162027000,NA,1332582000,1657280000,540520000,949166000,20921846000,103237000,11382122000,1030284000,"8/14/2020 10:57:46 AM"
"1600",267239,"4/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5734096000,3190766000,NA,1307747000,1752344000,506557000,891476000,20374783000,99575000,11564444000,974087000,"8/14/2020 10:57:46 AM"
"1601",267240,"5/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5756663000,3070270000,NA,1323820000,1609640000,308778000,888067000,20233473000,96795000,11368034000,1063993000,"8/14/2020 10:57:46 AM"
"1602",267241,"6/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5571809000,3097537000,NA,1436690000,1580377000,244768000,894803000,20215808000,104997000,11313558000,1071480000,"8/14/2020 10:57:46 AM"
"1603",267242,"7/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5759192000,3187864000,NA,1316645000,1667823000,270190000,900558000,21174832000,95692000,11600098000,1047675000,"8/14/2020 10:57:46 AM"
"1604",267243,"8/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5808790000,3204747000,NA,1304623000,1624166000,387359000,854546000,21660830000,105303000,11637494000,1070313000,"8/14/2020 10:57:46 AM"
"1605",267244,"9/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6196549000,3222857000,NA,1302886000,1799916000,530460000,860756000,21640023000,105817000,11747354000,1119600000,"8/14/2020 10:57:46 AM"
"1606",267245,"10/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5943405000,3262293000,NA,1341849000,1721231000,530731000,909537000,22114244000,96151000,11677985000,1137569000,"8/14/2020 10:57:46 AM"
"1607",267246,"11/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6431021000,3174532000,NA,1323077000,1667001000,635503000,895452000,21850029000,110238000,11825468000,1158063000,"8/14/2020 10:57:46 AM"
"1608",267247,"12/1/2011 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6188668000,3212071000,NA,1431761000,1611211000,544515000,872030000,22827161000,103444000,12022569000,1150368000,"8/14/2020 10:57:46 AM"
"1609",267248,"1/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6115275000,3161708000,NA,1356936000,1532284000,646317000,912899000,23011928000,114815000,11375238000,1140400000,"8/14/2020 10:57:46 AM"
"1610",267249,"2/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6054906000,3211929000,NA,1351130000,1489657000,587890000,885082000,21728327000,103604000,11754971000,1143359000,"8/14/2020 10:57:46 AM"
"1611",267250,"3/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6090344000,3189799000,NA,1356905000,1878689000,591236000,868130000,22257123000,113013000,11620415000,1154631000,"8/14/2020 10:57:46 AM"
"1612",267251,"4/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6137776000,3191441000,NA,1356430000,1618571000,658797000,840169000,22937471000,103849000,11524265000,1176830000,"8/14/2020 10:57:46 AM"
"1613",267252,"5/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5921468000,3215080000,NA,1334990000,1672216000,683739000,873310000,22827906000,119391000,11758195000,1088962000,"8/14/2020 10:57:46 AM"
"1614",267253,"6/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5676338000,3212866000,NA,1395623000,1455701000,620309000,880316000,22875554000,111707000,11566156000,1215024000,"8/14/2020 10:57:46 AM"
"1615",267254,"7/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5854640000,3244558000,NA,1348321000,1569728000,578798000,839684000,22170195000,103407000,11450823000,1233589000,"8/14/2020 10:57:46 AM"
"1616",267255,"8/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5831020000,3242647000,NA,1299931000,1639080000,568756000,900957000,22516726000,104052000,11262151000,1250453000,"8/14/2020 10:57:46 AM"
"1617",267256,"9/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6072044000,3181289000,NA,1400117000,1520980000,449207000,876058000,22303145000,99785000,11488767000,1195544000,"8/14/2020 10:57:46 AM"
"1618",267257,"10/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5873279000,3210447000,NA,1413185000,1705421000,579645000,876447000,21675434000,100168000,11437805000,1199689000,"8/14/2020 10:57:46 AM"
"1619",267258,"11/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5812937000,3227227000,NA,1367775000,1779533000,599595000,837810000,22247002000,103609000,11586421000,1188566000,"8/14/2020 10:57:46 AM"
"1620",267259,"12/1/2012 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5883795000,3202165000,NA,1352043000,1664757000,596829000,868970000,21567688000,109095000,11477225000,1283019000,"8/14/2020 10:57:46 AM"
"1621",267260,"1/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5981411000,3292081000,NA,1382481000,1589849000,606029000,875945000,21860739000,100647000,11272645000,1219133000,"8/14/2020 10:57:46 AM"
"1622",267261,"2/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6077633000,3305958000,NA,1400410000,1798574000,400673000,856152000,22317023000,108328000,11771004000,1264633000,"8/14/2020 10:57:46 AM"
"1623",267262,"3/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6027062000,3343985000,NA,1424559000,1676488000,518200000,885386000,22207928000,118073000,11549973000,1218260000,"8/14/2020 10:57:46 AM"
"1624",267263,"4/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6121051000,3334535000,NA,1440857000,1596668000,505862000,887287000,22332500000,101657000,11101874000,1308356000,"8/14/2020 10:57:46 AM"
"1625",267264,"5/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6290706000,3345481000,NA,1453867000,1555903000,506641000,901523000,22343634000,115366000,10715133000,1328502000,"8/14/2020 10:57:46 AM"
"1626",267265,"6/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5.993e+09,3240349000,NA,1434913000,1585577000,532573000,812270000,22272300000,114654000,11033785000,1291036000,"8/14/2020 10:57:46 AM"
"1627",267266,"7/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6199400000,3286674000,NA,1352436000,1425957000,532163000,861440000,22054266000,102960000,11213411000,1311332000,"8/14/2020 10:57:46 AM"
"1628",267267,"8/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6444898000,3305074000,NA,1440543000,1387692000,512183000,868526000,22139544000,116296000,11652724000,1242567000,"8/14/2020 10:57:46 AM"
"1629",267268,"9/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6260454000,3368620000,NA,1419008000,1795185000,439116000,719252000,22476830000,119965000,11290030000,1322994000,"8/14/2020 10:57:46 AM"
"1630",267269,"10/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6241773000,3413546000,NA,1451739000,2152022000,405467000,644565000,22475093000,117157000,11623965000,1323637000,"8/14/2020 10:57:46 AM"
"1631",267270,"11/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6421285000,3536490000,NA,1454097000,1829272000,542425000,579246000,22870618000,124578000,11545680000,1257701000,"8/14/2020 10:57:46 AM"
"1632",267271,"12/1/2013 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6222869000,3416188000,NA,1356654000,1702288000,579259000,556351000,22550632000,113089000,11419526000,1338243000,"8/14/2020 10:57:46 AM"
"1633",267272,"1/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6487557000,3536299000,NA,1407335000,1670920000,481946000,575525000,21973040000,111969000,11852901000,1275420000,"8/14/2020 10:57:46 AM"
"1634",267273,"2/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6627491000,3466648000,NA,1462375000,1642723000,580024000,586021000,22959343000,117743000,11965786000,1356142000,"8/14/2020 10:57:46 AM"
"1635",267274,"3/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6691059000,3431275000,NA,1488862000,1454362000,513244000,631796000,23266389000,124036000,11915766000,1306184000,"8/14/2020 10:57:46 AM"
"1636",267275,"4/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6648076000,3610692000,NA,1465425000,1294323000,545749000,603779000,23188580000,117777000,12010999000,1415319000,"8/14/2020 10:57:46 AM"
"1637",267276,"5/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6657908000,3691170000,NA,1478273000,1561971000,514255000,615676000,23768769000,119559000,11793171000,1327092000,"8/14/2020 10:57:46 AM"
"1638",267277,"6/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6731774000,3682448000,NA,1478900000,1681854000,532883000,625467000,23473685000,136059000,11998638000,1313054000,"8/14/2020 10:57:46 AM"
"1639",267278,"7/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6809658000,3670727000,NA,1553465000,1620111000,568714000,615594000,24108092000,117989000,12324866000,1387043000,"8/14/2020 10:57:46 AM"
"1640",267279,"8/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6686096000,3697909000,NA,1475448000,1601872000,590024000,622131000,23017700000,133529000,12129546000,1300273000,"8/14/2020 10:57:46 AM"
"1641",267280,"9/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6732066000,3756084000,NA,1507605000,1487449000,264553000,618112000,23922409000,135929000,12594373000,1313541000,"8/14/2020 10:57:46 AM"
"1642",267281,"10/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6793669000,3751690000,NA,1464202000,1487445000,433261000,623051000,23820985000,131324000,12388728000,1295669000,"8/14/2020 10:57:46 AM"
"1643",267282,"11/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6416561000,3701098000,NA,1423777000,1707825000,472100000,609636000,23428273000,122390000,11946019000,1249407000,"8/14/2020 10:57:46 AM"
"1644",267283,"12/1/2014 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6379850000,3862416000,NA,1504555000,1553799000,468850000,618266000,23928861000,135276000,11966672000,1204313000,"8/14/2020 10:57:46 AM"
"1645",267284,"1/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5916167000,3759276000,NA,1445752000,1311998000,428990000,597161000,23165872000,120459000,11970999000,1219810000,"8/14/2020 10:57:46 AM"
"1646",267285,"2/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5970981000,3902180000,NA,1499033000,1450664000,469702000,585037000,22611064000,133686000,11555951000,1185911000,"8/14/2020 10:57:46 AM"
"1647",267286,"3/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5890007000,3742266000,NA,1502658000,1615901000,440549000,640853000,23647886000,135181000,12201236000,1213273000,"8/14/2020 10:57:46 AM"
"1648",267287,"4/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5742254000,3747497000,NA,1447445000,1448598000,445180000,599412000,23309658000,138390000,11740047000,1159760000,"8/14/2020 10:57:46 AM"
"1649",267288,"5/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5841105000,3708558000,NA,1473407000,1510277000,484810000,640036000,23349645000,125454000,11842523000,1140269000,"8/14/2020 10:57:46 AM"
"1650",267289,"6/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5837027000,3741597000,NA,1448142000,1517382000,541455000,643639000,23502513000,134345000,12303131000,1196450000,"8/14/2020 10:57:46 AM"
"1651",267290,"7/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5784418000,3739423000,NA,1481987000,1516388000,519992000,659594000,24672977000,135290000,12176288000,1202396000,"8/14/2020 10:57:46 AM"
"1652",267291,"8/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5674627000,3706701000,NA,1479901000,1330867000,482405000,658677000,24826679000,130827000,12154386000,1191959000,"8/14/2020 10:57:46 AM"
"1653",267292,"9/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5606375000,3730060000,NA,1490135000,1397998000,485852000,682616000,24264370000,130547000,11995956000,1138782000,"8/14/2020 10:57:46 AM"
"1654",267293,"10/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5457685000,3745849000,NA,1472713000,1.217e+09,436807000,666346000,24314700000,144523000,11709616000,1145145000,"8/14/2020 10:57:46 AM"
"1655",267294,"11/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5346415000,3743494000,NA,1502215000,1218658000,399545000,643424000,24691695000,139006000,11885424000,1079230000,"8/14/2020 10:57:46 AM"
"1656",267295,"12/1/2015 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5201040000,3822677000,NA,1474253000,1382906000,383981000,709066000,24783596000,127204000,11928679000,1146061000,"8/14/2020 10:57:46 AM"
"1657",267296,"1/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5021203000,3827434000,NA,1546578000,1462458000,375217000,639544000,25965007000,134327000,12335971000,1147110000,"8/14/2020 10:57:46 AM"
"1658",267297,"2/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5006172000,3848285000,NA,1473834000,1176247000,326094000,632206000,24936109000,141416000,11456145000,1078961000,"8/14/2020 10:57:46 AM"
"1659",267298,"3/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",4985026000,3904474000,NA,1456497000,1334967000,393811000,636685000,24148638000,132574000,11345133000,1091596000,"8/14/2020 10:57:46 AM"
"1660",267299,"4/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5265296000,3837510000,NA,1499465000,1452366000,389511000,626913000,24551950000,135081000,11469876000,1125112000,"8/14/2020 10:57:46 AM"
"1661",267300,"5/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5171694000,3856690000,NA,1428679000,1368400000,381030000,664644000,24096124000,144804000,11643672000,1138859000,"8/14/2020 10:57:46 AM"
"1662",267301,"6/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5238454000,3811422000,NA,1408646000,1328161000,387998000,650133000,24428453000,134175000,11881318000,1233206000,"8/14/2020 10:57:46 AM"
"1663",267302,"7/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5284949000,3930004000,NA,1398098000,1335577000,380972000,632118000,24656116000,140832000,11923145000,1120717000,"8/14/2020 10:57:46 AM"
"1664",267303,"8/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5388457000,3.996e+09,NA,1467809000,1410657000,379135000,674636000,24898703000,149858000,11713590000,1201726000,"8/14/2020 10:57:46 AM"
"1665",267304,"9/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5282153000,3977648000,NA,1456936000,1318733000,330080000,663017000,25091096000,136331000,11963727000,1214494000,"8/14/2020 10:57:46 AM"
"1666",267305,"10/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5290382000,4019675000,NA,1493344000,1297009000,418747000,642930000,25097671000,152988000,11819639000,1219199000,"8/14/2020 10:57:46 AM"
"1667",267306,"11/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5496165000,4096945000,NA,1539033000,1353095000,489121000,678456000,24932606000,146224000,12265427000,1191930000,"8/14/2020 10:57:46 AM"
"1668",267307,"12/1/2016 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5590053000,4060597000,NA,1483345000,1419629000,477889000,693354000,25523713000,128043000,12778928000,1303656000,"8/14/2020 10:57:46 AM"
"1669",267308,"1/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5668569000,4063610000,NA,1527075000,1469104000,496846000,635035000,25877824000,151361000,12552277000,1285680000,"8/14/2020 10:57:46 AM"
"1670",267309,"2/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5780368000,4067203000,NA,1545245000,1432938000,474430000,613878000,25493931000,133326000,12716420000,1335342000,"8/14/2020 10:57:46 AM"
"1671",267310,"3/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5901811000,4112985000,NA,1504772000,1416167000,435441000,652735000,25584427000,152246000,12498310000,1334564000,"8/14/2020 10:57:46 AM"
"1672",267311,"4/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6045504000,4226225000,NA,1525054000,1509663000,514140000,655562000,25434925000,163672000,12920593000,1296480000,"8/14/2020 10:57:46 AM"
"1673",267312,"5/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6190563000,4227996000,NA,1516138000,1470201000,538868000,692946000,26270738000,153536000,12609451000,1286586000,"8/14/2020 10:57:46 AM"
"1674",267313,"6/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5952384000,4266467000,NA,1608446000,1433791000,488388000,658945000,25655031000,165828000,12350145000,1258666000,"8/14/2020 10:57:46 AM"
"1675",267314,"7/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5790845000,4292671000,NA,1575968000,1384566000,460834000,714382000,24154450000,146961000,12930594000,1284972000,"8/14/2020 10:57:46 AM"
"1676",267315,"8/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5889068000,4336331000,NA,1573763000,1354510000,540920000,708807000,24916780000,142434000,12910546000,1299694000,"8/14/2020 10:57:46 AM"
"1677",267316,"9/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5847242000,4353080000,NA,1615972000,1600158000,540021000,688994000,24698894000,145262000,13112490000,1410422000,"8/14/2020 10:57:46 AM"
"1678",267317,"10/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6111236000,4474040000,NA,1591581000,1878384000,542430000,710629000,23950081000,132435000,13175065000,1326987000,"8/14/2020 10:57:46 AM"
"1679",267318,"11/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6189633000,4461828000,NA,1570852000,2048582000,599428000,739266000,25547953000,161830000,13207279000,1377922000,"8/14/2020 10:57:46 AM"
"1680",267319,"12/1/2017 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6283524000,4511133000,NA,1663878000,1745376000,495478000,760562000,25979949000,157526000,12993456000,1340461000,"8/14/2020 10:57:46 AM"
"1681",267320,"1/1/2018 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6267269000,4358885000,NA,1581710000,1692138000,473331000,698295000,25162501000,142349000,13166919000,1396627000,"8/14/2020 10:57:46 AM"
"1682",267321,"2/1/2018 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6192402000,4403930000,NA,1597564000,1637627000,507381000,742166000,26286322000,166458000,13393521000,1380800000,"8/14/2020 10:57:46 AM"
"1683",267322,"3/1/2018 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6276817000,4492749000,NA,1557896000,1600314000,570015000,735766000,26227143000,165934000,13783637000,1426994000,"8/14/2020 10:57:46 AM"
"1684",267323,"4/1/2018 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",5808376000,4501063000,NA,1578413000,1583940000,684093000,763920000,26106405000,151399000,13304305000,1524982000,"8/14/2020 10:57:46 AM"
"1685",267324,"5/1/2018 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6339401000,4634540000,NA,1648380000,1677852000,637572000,763885000,26205893000,156888000,13470014000,1652244000,"8/14/2020 10:57:46 AM"
"1686",267325,"6/1/2018 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6552168000,4711997000,NA,1655095000,1708920000,628833000,724138000,26432292000,160345000,13912041000,1481686000,"8/14/2020 10:57:46 AM"
"1687",267326,"7/1/2018 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6667219000,4580220000,NA,1637325000,1683222000,631546000,765064000,26910272000,144827000,13750954000,1468868000,"8/14/2020 10:57:46 AM"
"1688",267327,"8/1/2018 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6602811000,4620647000,NA,1649991000,1668591000,551372000,732310000,26326292000,164250000,14026828000,1519289000,"8/14/2020 10:57:46 AM"
"1689",267328,"9/1/2018 12:00:00 AM","Seasonally adjusted","Manufacturing","Sales of goods manufactured (shipments)",6790416000,4549531000,NA,1570734000,1521760000,665064000,715047000,26552306000,167433000,14043514000,1507252000,"8/14/2020 10:57:46 AM"
